             t       dwdt_avg       dwdt_std         wt_avg         wt_std
  0.000000e+00   2.882467e+06   1.094948e+05   0.000000e+00   0.000000e+00
  1.000000e-05   2.869043e+06   1.088992e+05   2.875755e+01   1.089020e+00
  2.000000e-05   2.757068e+06   8.985353e+04   5.688810e+01   2.068113e+00
  3.000000e-05   2.611558e+06   7.049180e+04   8.373124e+01   2.840706e+00
  4.000000e-05   2.503335e+06   6.079866e+04   1.093057e+02   3.460713e+00
  5.000000e-05   2.397485e+06   5.172059e+04   1.338098e+02   3.984120e+00
  6.000000e-05   2.308059e+06   4.605980e+04   1.573375e+02   4.432791e+00
  7.000000e-05   2.218228e+06   4.161228e+04   1.799689e+02   4.832248e+00
  8.000000e-05   2.138803e+06   3.823466e+04   2.017541e+02   5.192898e+00
  9.000000e-05   2.063550e+06   3.490930e+04   2.227659e+02   5.519282e+00
  1.000000e-04   1.993789e+06   3.267790e+04   2.430526e+02   5.816984e+00
  1.100000e-04   1.932382e+06   3.014000e+04   2.626834e+02   6.091327e+00
  1.200000e-04   1.876501e+06   2.790785e+04   2.817278e+02   6.343055e+00
  1.300000e-04   1.824856e+06   2.648555e+04   3.002346e+02   6.577177e+00
  1.400000e-04   1.773335e+06   2.549779e+04   3.182256e+02   6.799112e+00
  1.500000e-04   1.726951e+06   2.376742e+04   3.357270e+02   7.007453e+00
  1.600000e-04   1.680935e+06   2.272499e+04   3.527664e+02   7.203417e+00
  1.700000e-04   1.635764e+06   2.165665e+04   3.693499e+02   7.389982e+00
  1.800000e-04   1.592230e+06   2.112217e+04   3.854899e+02   7.569443e+00
  1.900000e-04   1.550572e+06   2.026078e+04   4.012039e+02   7.743292e+00
  2.000000e-04   1.512727e+06   1.955452e+04   4.165204e+02   7.910249e+00
  2.100000e-04   1.477580e+06   1.851428e+04   4.314719e+02   8.068878e+00
  2.200000e-04   1.445922e+06   1.784688e+04   4.460894e+02   8.220612e+00
  2.300000e-04   1.412083e+06   1.704606e+04   4.603795e+02   8.366650e+00
  2.400000e-04   1.382990e+06   1.658462e+04   4.743548e+02   8.506156e+00
  2.500000e-04   1.350421e+06   1.584951e+04   4.880219e+02   8.640200e+00
  2.600000e-04   1.319628e+06   1.524397e+04   5.013721e+02   8.768116e+00
  2.700000e-04   1.290026e+06   1.453102e+04   5.144204e+02   8.889485e+00
  2.800000e-04   1.263739e+06   1.393530e+04   5.271892e+02   9.004948e+00
  2.900000e-04   1.236557e+06   1.330419e+04   5.396907e+02   9.115108e+00
  3.000000e-04   1.211110e+06   1.280150e+04   5.519290e+02   9.220241e+00
  3.100000e-04   1.188555e+06   1.225682e+04   5.639274e+02   9.320978e+00
  3.200000e-04   1.162766e+06   1.191364e+04   5.756840e+02   9.418365e+00
  3.300000e-04   1.138377e+06   1.155701e+04   5.871897e+02   9.512727e+00
  3.400000e-04   1.114737e+06   1.131710e+04   5.984553e+02   9.604423e+00
  3.500000e-04   1.093932e+06   1.104921e+04   6.094986e+02   9.694652e+00
  3.600000e-04   1.072424e+06   1.065471e+04   6.203304e+02   9.782067e+00
  3.700000e-04   1.050903e+06   1.039088e+04   6.309470e+02   9.866239e+00
  3.800000e-04   1.031557e+06   1.028169e+04   6.413593e+02   9.948720e+00
  3.900000e-04   1.013589e+06   9.991654e+03   6.515850e+02   1.002915e+01
  4.000000e-04   9.923107e+05   9.570806e+03   6.616145e+02   1.010703e+01
  4.100000e-04   9.739584e+05   9.303840e+03   6.714459e+02   1.018257e+01
  4.200000e-04   9.554450e+05   9.201973e+03   6.810929e+02   1.025641e+01
  4.300000e-04   9.369289e+05   8.937440e+03   6.905548e+02   1.032853e+01
  4.400000e-04   9.203216e+05   8.872570e+03   6.998410e+02   1.039895e+01
  4.500000e-04   9.030342e+05   8.748110e+03   7.089578e+02   1.046844e+01
  4.600000e-04   8.864349e+05   8.615659e+03   7.179052e+02   1.053700e+01
  4.700000e-04   8.704886e+05   8.399610e+03   7.266898e+02   1.060465e+01
  4.800000e-04   8.545211e+05   8.066473e+03   7.353148e+02   1.067044e+01
  4.900000e-04   8.383996e+05   7.907112e+03   7.437794e+02   1.073379e+01
  5.000000e-04   8.229122e+05   7.730544e+03   7.520860e+02   1.079541e+01
  5.100000e-04   8.081069e+05   7.417636e+03   7.602411e+02   1.085477e+01
  5.200000e-04   7.957740e+05   7.397780e+03   7.682605e+02   1.091202e+01
  5.300000e-04   7.825681e+05   7.287443e+03   7.761522e+02   1.096822e+01
  5.400000e-04   7.684642e+05   7.095084e+03   7.839074e+02   1.102331e+01
  5.500000e-04   7.544530e+05   6.894711e+03   7.915219e+02   1.107716e+01
  5.600000e-04   7.406426e+05   6.768278e+03   7.989974e+02   1.112953e+01
  5.700000e-04   7.276778e+05   6.686973e+03   8.063390e+02   1.118013e+01
  5.800000e-04   7.162901e+05   6.587823e+03   8.135589e+02   1.122984e+01
  5.900000e-04   7.025893e+05   6.364250e+03   8.206533e+02   1.127836e+01
  6.000000e-04   6.901842e+05   6.254602e+03   8.276171e+02   1.132542e+01
  6.100000e-04   6.775609e+05   6.071698e+03   8.344559e+02   1.137101e+01
  6.200000e-04   6.654950e+05   5.970600e+03   8.411711e+02   1.141501e+01
  6.300000e-04   6.535243e+05   5.784958e+03   8.477662e+02   1.145809e+01
  6.400000e-04   6.417383e+05   5.724294e+03   8.542425e+02   1.150066e+01
  6.500000e-04   6.305882e+05   5.681035e+03   8.606042e+02   1.154307e+01
  6.600000e-04   6.204765e+05   5.641687e+03   8.668595e+02   1.158485e+01
  6.700000e-04   6.092934e+05   5.405946e+03   8.730083e+02   1.162532e+01
  6.800000e-04   5.997611e+05   5.467230e+03   8.790536e+02   1.166516e+01
  6.900000e-04   5.897554e+05   5.434617e+03   8.850012e+02   1.170479e+01
  7.000000e-04   5.809623e+05   5.279942e+03   8.908548e+02   1.174350e+01
  7.100000e-04   5.712995e+05   5.240950e+03   8.966161e+02   1.178125e+01
  7.200000e-04   5.615628e+05   5.116024e+03   9.022804e+02   1.181811e+01
  7.300000e-04   5.521873e+05   4.943978e+03   9.078492e+02   1.185370e+01
  7.400000e-04   5.421793e+05   4.817227e+03   9.133210e+02   1.188795e+01
  7.500000e-04   5.339918e+05   4.790809e+03   9.187018e+02   1.192134e+01
  7.600000e-04   5.254879e+05   4.733189e+03   9.239992e+02   1.195378e+01
  7.700000e-04   5.169388e+05   4.602506e+03   9.292114e+02   1.198509e+01
  7.800000e-04   5.080840e+05   4.556329e+03   9.343365e+02   1.201577e+01
  7.900000e-04   5.008323e+05   4.574796e+03   9.393811e+02   1.204622e+01
  8.000000e-04   4.929171e+05   4.532781e+03   9.443498e+02   1.207625e+01
  8.100000e-04   4.851201e+05   4.473240e+03   9.492400e+02   1.210594e+01
  8.200000e-04   4.771045e+05   4.374363e+03   9.540511e+02   1.213502e+01
  8.300000e-04   4.699379e+05   4.370847e+03   9.587863e+02   1.216343e+01
  8.400000e-04   4.630059e+05   4.328227e+03   9.634511e+02   1.219117e+01
  8.500000e-04   4.559599e+05   4.267736e+03   9.680459e+02   1.221827e+01
  8.600000e-04   4.485151e+05   4.161733e+03   9.725683e+02   1.224490e+01
  8.700000e-04   4.409123e+05   4.036887e+03   9.770154e+02   1.227078e+01
  8.800000e-04   4.338420e+05   3.987695e+03   9.813892e+02   1.229570e+01
  8.900000e-04   4.261083e+05   4.041445e+03   9.856889e+02   1.232057e+01
  9.000000e-04   4.200228e+05   4.026686e+03   9.899196e+02   1.234587e+01
  9.100000e-04   4.126608e+05   3.928511e+03   9.940830e+02   1.237088e+01
  9.200000e-04   4.059362e+05   3.825523e+03   9.981760e+02   1.239557e+01
  9.300000e-04   3.999544e+05   3.758391e+03   1.002205e+03   1.241999e+01
  9.400000e-04   3.932707e+05   3.717661e+03   1.006172e+03   1.244380e+01
  9.500000e-04   3.868068e+05   3.589268e+03   1.010072e+03   1.246686e+01
  9.600000e-04   3.806885e+05   3.556896e+03   1.013909e+03   1.248927e+01
  9.700000e-04   3.744376e+05   3.541172e+03   1.017685e+03   1.251155e+01
  9.800000e-04   3.677146e+05   3.466567e+03   1.021396e+03   1.253378e+01
  9.900000e-04   3.612816e+05   3.474121e+03   1.025041e+03   1.255557e+01
  1.000000e-03   3.554380e+05   3.488960e+03   1.028624e+03   1.257704e+01
  1.010000e-03   3.484182e+05   3.403034e+03   1.032144e+03   1.259806e+01
  1.020000e-03   3.418718e+05   3.259822e+03   1.035595e+03   1.261830e+01
  1.030000e-03   3.361022e+05   3.241697e+03   1.038985e+03   1.263795e+01
  1.040000e-03   3.297373e+05   3.132260e+03   1.042314e+03   1.265704e+01
  1.050000e-03   3.242783e+05   3.072460e+03   1.045584e+03   1.267534e+01
  1.060000e-03   3.187292e+05   3.016692e+03   1.048799e+03   1.269323e+01
