        t         wt_avg         wt_std       dwdt_avg       dwdt_std
  0.00320    2.10650E-05    4.22163E-06    1.45646E-02    5.11121E-03
  0.00325    2.17006E-05    4.30485E-06    1.08621E-02    3.61767E-03
  0.00330    2.21616E-05    4.35249E-06    7.57610E-03    2.36079E-03
  0.00335    2.26300E-05    4.41011E-06    1.11605E-02    4.00695E-03
  0.00340    2.31540E-05    4.48713E-06    9.79926E-03    3.42662E-03
  0.00345    2.37450E-05    4.56251E-06    1.38392E-02    4.44952E-03
  0.00350    2.44911E-05    4.66275E-06    1.60084E-02    5.60064E-03
  0.00355    2.52051E-05    4.76199E-06    1.25478E-02    3.89571E-03
  0.00360    2.58986E-05    4.84711E-06    1.51952E-02    4.52325E-03
  0.00365    2.66828E-05    4.95236E-06    1.61713E-02    5.20642E-03
  0.00370    2.74934E-05    5.07340E-06    1.62548E-02    4.87902E-03
  0.00375    2.81879E-05    5.18651E-06    1.15225E-02    3.32338E-03
  0.00380    2.87066E-05    5.26985E-06    9.22633E-03    2.76841E-03
  0.00385    2.91574E-05    5.34037E-06    8.80576E-03    2.73745E-03
  0.00390    2.96790E-05    5.42440E-06    1.20572E-02    3.45903E-03
  0.00395    3.03674E-05    5.53788E-06    1.54801E-02    4.69934E-03
  0.00400    3.11120E-05    5.66540E-06    1.43018E-02    4.93518E-03
  0.00405    3.18430E-05    5.77168E-06    1.49416E-02    4.06793E-03
  0.00410    3.26368E-05    5.88404E-06    1.68075E-02    5.07788E-03
  0.00415    3.34210E-05    5.99632E-06    1.45602E-02    3.61166E-03
  0.00420    3.41615E-05    6.07908E-06    1.50605E-02    4.11179E-03
  0.00425    3.49310E-05    6.16193E-06    1.57204E-02    4.89839E-03
  0.00430    3.57908E-05    6.25418E-06    1.86709E-02    8.66041E-03
  0.00435    3.66422E-05    6.34470E-06    1.53852E-02    4.54040E-03
  0.00440    3.74467E-05    6.41482E-06    1.67976E-02    5.57532E-03
  0.00445    3.83596E-05    6.48138E-06    1.97155E-02    6.61428E-03
  0.00450    3.93595E-05    6.55396E-06    2.02801E-02    7.39747E-03
  0.00455    4.03182E-05    6.63472E-06    1.80708E-02    5.91718E-03
  0.00460    4.12396E-05    6.72270E-06    1.87821E-02    6.90476E-03
  0.00465    4.20138E-05    6.80812E-06    1.21877E-02    4.38317E-03
  0.00470    4.27472E-05    6.90428E-06    1.71484E-02    6.08829E-03
  0.00475    4.35801E-05    7.03570E-06    1.61654E-02    5.95822E-03
  0.00480    4.43361E-05    7.15806E-06    1.40752E-02    4.24402E-03
  0.00485    4.50575E-05    7.27680E-06    1.47812E-02    4.55327E-03
  0.00490    4.59194E-05    7.43163E-06    1.96960E-02    7.78389E-03
  0.00495    4.69841E-05    7.61898E-06    2.28930E-02    9.17554E-03
  0.00500    4.80943E-05    7.82070E-06    2.15121E-02    7.94126E-03
  0.00505    4.91760E-05    7.99607E-06    2.17555E-02    6.29019E-03
  0.00510    5.05537E-05    8.20885E-06    3.33549E-02    1.21453E-02
  0.00515    5.20266E-05    8.46512E-06    2.55602E-02    9.85255E-03
  0.00520    5.33632E-05    8.68123E-06    2.79040E-02    1.02860E-02
  0.00525    5.46295E-05    8.88332E-06    2.27497E-02    7.17344E-03
  0.00530    5.57480E-05    9.06527E-06    2.19884E-02    8.44160E-03
  0.00535    5.67100E-05    9.19682E-06    1.64921E-02    4.87613E-03
  0.00540    5.77107E-05    9.30112E-06    2.35361E-02    7.61578E-03
  0.00545    5.89327E-05    9.42458E-06    2.53415E-02    7.34670E-03
  0.00550    6.00917E-05    9.52398E-06    2.10207E-02    5.41911E-03
  0.00555    6.11061E-05    9.60019E-06    1.95539E-02    5.19113E-03
  0.00560    6.21626E-05    9.68756E-06    2.27071E-02    6.83856E-03
  0.00565    6.32908E-05    9.79357E-06    2.24200E-02    6.60879E-03
  0.00570    6.46000E-05    9.90883E-06    2.99477E-02    1.00035E-02
  0.00575    6.59337E-05    1.00118E-05    2.34024E-02    6.52080E-03
  0.00580    6.72209E-05    1.01164E-05    2.80853E-02    7.76648E-03
  0.00585    6.86078E-05    1.02659E-05    2.73917E-02    8.57894E-03
  0.00590    6.97964E-05    1.04007E-05    2.01526E-02    5.61394E-03
  0.00595    7.07823E-05    1.04889E-05    1.92804E-02    4.73683E-03
  0.00600    7.18886E-05    1.05908E-05    2.49747E-02    6.38897E-03
  0.00605    7.34193E-05    1.07194E-05    3.62528E-02    1.05199E-02
  0.00610    7.51409E-05    1.08561E-05    3.26102E-02    9.96197E-03
  0.00615    7.68906E-05    1.10348E-05    3.73774E-02    1.24566E-02
  0.00620    7.87877E-05    1.12204E-05    3.85057E-02    9.29525E-03
  0.00625    8.06410E-05    1.13564E-05    3.56270E-02    8.64047E-03
  0.00630    8.25087E-05    1.15107E-05    3.90817E-02    1.37260E-02
  0.00635    8.43323E-05    1.16809E-05    3.38620E-02    8.82395E-03
  0.00640    8.61124E-05    1.18344E-05    3.73435E-02    1.06752E-02
  0.00645    8.81227E-05    1.20208E-05    4.30649E-02    1.23406E-02
  0.00650    9.00959E-05    1.22173E-05    3.58657E-02    8.84591E-03
  0.00655    9.17952E-05    1.23846E-05    3.21044E-02    8.60656E-03
  0.00660    9.35230E-05    1.25962E-05    3.70077E-02    1.26676E-02
  0.00665    9.55381E-05    1.28883E-05    4.35964E-02    1.57949E-02
  0.00670    9.73347E-05    1.31297E-05    2.82688E-02    6.74939E-03
  0.00675    9.87592E-05    1.32905E-05    2.87109E-02    7.21782E-03
  0.00680    1.00158E-04    1.34316E-05    2.72311E-02    7.83525E-03
  0.00685    1.01403E-04    1.35358E-05    2.25643E-02    6.24629E-03
  0.00690    1.02609E-04    1.36100E-05    2.56767E-02    6.98686E-03
  0.00695    1.03903E-04    1.37056E-05    2.60843E-02    6.97152E-03
  0.00700    1.05558E-04    1.38607E-05    4.01473E-02    1.00367E-02
  0.00705    1.07462E-04    1.40352E-05    3.59829E-02    9.25255E-03
  0.00710    1.09419E-04    1.42070E-05    4.23149E-02    1.17882E-02
  0.00715    1.11449E-04    1.43855E-05    3.88718E-02    1.14102E-02
  0.00720    1.13732E-04    1.46308E-05    5.24567E-02    1.32904E-02
  0.00725    1.16857E-04    1.50035E-05    7.25600E-02    1.99905E-02
  0.00730    1.20499E-04    1.54162E-05    7.30886E-02    1.92603E-02
  0.00735    1.23572E-04    1.57824E-05    4.98312E-02    1.07771E-02
  0.00740    1.26594E-04    1.62247E-05    7.10627E-02    2.01923E-02
  0.00745    1.29994E-04    1.67877E-05    6.49451E-02    2.07153E-02
  0.00750    1.33238E-04    1.73186E-05    6.47975E-02    1.74181E-02
  0.00755    1.36332E-04    1.77883E-05    5.89914E-02    1.75435E-02
  0.00760    1.38986E-04    1.81305E-05    4.71372E-02    1.20755E-02
  0.00765    1.41414E-04    1.83774E-05    4.99830E-02    1.27551E-02
  0.00770    1.44117E-04    1.86765E-05    5.81396E-02    1.29628E-02
  0.00775    1.47229E-04    1.90472E-05    6.63674E-02    1.59476E-02
  0.00780    1.50241E-04    1.94224E-05    5.40769E-02    1.21588E-02
  0.00785    1.52768E-04    1.97254E-05    4.70383E-02    1.38031E-02
  0.00790    1.55057E-04    1.99764E-05    4.44952E-02    1.10492E-02
  0.00795    1.57607E-04    2.02435E-05    5.75041E-02    1.64575E-02
  0.00800    1.60256E-04    2.05336E-05    4.84504E-02    1.16102E-02
  0.00805    1.62865E-04    2.07516E-05    5.59386E-02    1.31836E-02
  0.00810    1.65745E-04    2.09552E-05    5.92577E-02    1.38173E-02
  0.00815    1.68574E-04    2.11621E-05    5.38795E-02    1.21513E-02
  0.00820    1.71414E-04    2.13800E-05    5.97365E-02    1.42169E-02
  0.00825    1.74530E-04    2.16678E-05    6.49001E-02    1.65699E-02
  0.00830    1.77633E-04    2.19896E-05    5.92321E-02    1.53671E-02
  0.00835    1.80493E-04    2.23129E-05    5.51429E-02    1.57007E-02
  0.00840    1.82775E-04    2.25618E-05    3.61312E-02    1.00535E-02
  0.00845    1.84799E-04    2.27613E-05    4.48489E-02    1.34816E-02
  0.00850    1.86874E-04    2.29345E-05    3.81657E-02    8.54624E-03
  0.00855    1.89111E-04    2.30924E-05    5.12859E-02    1.27581E-02
  0.00860    1.91537E-04    2.32982E-05    4.57816E-02    1.06838E-02
  0.00865    1.93708E-04    2.34971E-05    4.10441E-02    1.27718E-02
  0.00870    1.96264E-04    2.37142E-05    6.11778E-02    1.45678E-02
  0.00875    1.99146E-04    2.39043E-05    5.41115E-02    1.43765E-02
  0.00880    2.02392E-04    2.40832E-05    7.57191E-02    2.12672E-02
  0.00885    2.06092E-04    2.42967E-05    7.23086E-02    1.81371E-02
  0.00890    2.09355E-04    2.44817E-05    5.82093E-02    1.54224E-02
  0.00895    2.12157E-04    2.46943E-05    5.38801E-02    1.41418E-02
  0.00900    2.14581E-04    2.49291E-05    4.30683E-02    1.07846E-02
  0.00905    2.17408E-04    2.52121E-05    7.00054E-02    1.88804E-02
  0.00910    2.20931E-04    2.55959E-05    7.08998E-02    1.71252E-02
  0.00915    2.24660E-04    2.60613E-05    7.82649E-02    2.08089E-02
  0.00920    2.27922E-04    2.64940E-05    5.22130E-02    1.19360E-02
  0.00925    2.30803E-04    2.68966E-05    6.30406E-02    1.67315E-02
  0.00930    2.33908E-04    2.73802E-05    6.11691E-02    1.67532E-02
  0.00935    2.36764E-04    2.78061E-05    5.30701E-02    1.59618E-02
  0.00940    2.39439E-04    2.82487E-05    5.39378E-02    1.85159E-02
  0.00945    2.41944E-04    2.86850E-05    4.62364E-02    1.40466E-02
  0.00950    2.44299E-04    2.90542E-05    4.79908E-02    2.30229E-02
  0.00955    2.46689E-04    2.94518E-05    4.75743E-02    1.88454E-02
  0.00960    2.48942E-04    2.97881E-05    4.25764E-02    1.08031E-02
  0.00965    2.51331E-04    3.01160E-05    5.29877E-02    1.45603E-02
  0.00970    2.53877E-04    3.04706E-05    4.88207E-02    1.35273E-02
  0.00975    2.56416E-04    3.07541E-05    5.27587E-02    1.60082E-02
  0.00980    2.58980E-04    3.09963E-05    4.97783E-02    1.50717E-02
  0.00985    2.61151E-04    3.12487E-05    3.70638E-02    1.33122E-02
  0.00990    2.62884E-04    3.14548E-05    3.22575E-02    1.01078E-02
  0.00995    2.64616E-04    3.16073E-05    3.70191E-02    1.04603E-02
  0.01000    2.66805E-04    3.17985E-05    5.05498E-02    1.30386E-02
  0.01005    2.69528E-04    3.20626E-05    5.83712E-02    1.74867E-02
  0.01010    2.72734E-04    3.23977E-05    6.98906E-02    1.84472E-02
  0.01015    2.75720E-04    3.27330E-05    4.95473E-02    1.20454E-02
  0.01020    2.78187E-04    3.29915E-05    4.91339E-02    1.12250E-02
  0.01025    2.80776E-04    3.32406E-05    5.44273E-02    1.28582E-02
  0.01030    2.83723E-04    3.35166E-05    6.34317E-02    1.81470E-02
  0.01035    2.86338E-04    3.37567E-05    4.11655E-02    1.00666E-02
  0.01040    2.88730E-04    3.39575E-05    5.45370E-02    1.44010E-02
  0.01045    2.91482E-04    3.42084E-05    5.55169E-02    1.70574E-02
  0.01050    2.94422E-04    3.45470E-05    6.20793E-02    1.96848E-02
  0.01055    2.97999E-04    3.49907E-05    8.10107E-02    2.96014E-02
  0.01060    3.01616E-04    3.54393E-05    6.36561E-02    1.86773E-02
  0.01065    3.04875E-04    3.58134E-05    6.67039E-02    1.89751E-02
  0.01070    3.07801E-04    3.61614E-05    5.03663E-02    1.34371E-02
  0.01075    3.11005E-04    3.65816E-05    7.77741E-02    1.99044E-02
  0.01080    3.14890E-04    3.70701E-05    7.76505E-02    2.18567E-02
  0.01085    3.18319E-04    3.74368E-05    5.95066E-02    1.50752E-02
  0.01090    3.21714E-04    3.77159E-05    7.62816E-02    2.17600E-02
  0.01095    3.26329E-04    3.80942E-05    1.08335E-01    3.24399E-02
  0.01100    3.31268E-04    3.85347E-05    8.92152E-02    2.36459E-02
  0.01105    3.35572E-04    3.88935E-05    8.29473E-02    3.05111E-02
  0.01110    3.39007E-04    3.92157E-05    5.44264E-02    1.40367E-02
  0.01115    3.42005E-04    3.95537E-05    6.55253E-02    1.98128E-02
  0.01120    3.45241E-04    3.99845E-05    6.38935E-02    1.77157E-02
  0.01125    3.48407E-04    4.04696E-05    6.27517E-02    1.63450E-02
  0.01130    3.51433E-04    4.08993E-05    5.83038E-02    1.44843E-02
  0.01135    3.54368E-04    4.12397E-05    5.90891E-02    1.45673E-02
  0.01140    3.57418E-04    4.15660E-05    6.28888E-02    1.49269E-02
  0.01145    3.60989E-04    4.19490E-05    7.99439E-02    2.10296E-02
  0.01150    3.64256E-04    4.22770E-05    5.07671E-02    1.43163E-02
  0.01155    3.67087E-04    4.25287E-05    6.24460E-02    1.58488E-02
  0.01160    3.70016E-04    4.27971E-05    5.47448E-02    1.30790E-02
  0.01165    3.73477E-04    4.31037E-05    8.36926E-02    1.85380E-02
  0.01170    3.77594E-04    4.34406E-05    8.09723E-02    1.68492E-02
  0.01175    3.81707E-04    4.37750E-05    8.35338E-02    1.87793E-02
  0.01180    3.86372E-04    4.41837E-05    1.03068E-01    2.56681E-02
  0.01185    3.91273E-04    4.46233E-05    9.29914E-02    2.27224E-02
  0.01190    3.95761E-04    4.50366E-05    8.65366E-02    1.94251E-02
  0.01195    4.00837E-04    4.56216E-05    1.16505E-01    3.41147E-02
  0.01200    4.06532E-04    4.63237E-05    1.11271E-01    3.29511E-02
  0.01205    4.11438E-04    4.68569E-05    8.49607E-02    2.15750E-02
  0.01210    4.15281E-04    4.72698E-05    6.87946E-02    1.78162E-02
  0.01215    4.18787E-04    4.76605E-05    7.14464E-02    1.89778E-02
  0.01220    4.22456E-04    4.79969E-05    7.53112E-02    1.90220E-02
  0.01225    4.26443E-04    4.83249E-05    8.41400E-02    1.95051E-02
  0.01230    4.30814E-04    4.86698E-05    9.07202E-02    2.27657E-02
  0.01235    4.35395E-04    4.90408E-05    9.25109E-02    2.44775E-02
  0.01240    4.39638E-04    4.94063E-05    7.71921E-02    1.90508E-02
  0.01245    4.43784E-04    4.97985E-05    8.86665E-02    2.73668E-02
  0.01250    4.48049E-04    5.02054E-05    8.19405E-02    1.83575E-02
  0.01255    4.52716E-04    5.05558E-05    1.04743E-01    2.25117E-02
  0.01260    4.57800E-04    5.08522E-05    9.85998E-02    2.16681E-02
  0.01265    4.62972E-04    5.10717E-05    1.08279E-01    2.38235E-02
  0.01270    4.67530E-04    5.12994E-05    7.40446E-02    1.56564E-02
  0.01275    4.70917E-04    5.15166E-05    6.14407E-02    1.43151E-02
  0.01280    4.74140E-04    5.17180E-05    6.74603E-02    1.39454E-02
  0.01285    4.78036E-04    5.19853E-05    8.84173E-02    1.76390E-02
  0.01290    4.82729E-04    5.23400E-05    9.92800E-02    2.09608E-02
  0.01295    4.88040E-04    5.27423E-05    1.13146E-01    2.44540E-02
  0.01300    4.93401E-04    5.31058E-05    1.01301E-01    2.21918E-02
  0.01305    4.98613E-04    5.35208E-05    1.07188E-01    2.84441E-02
  0.01310    5.04213E-04    5.40593E-05    1.16826E-01    3.12775E-02
  0.01315    5.10003E-04    5.45663E-05    1.14745E-01    2.93926E-02
  0.01320    5.15757E-04    5.50431E-05    1.15418E-01    2.99191E-02
  0.01325    5.20803E-04    5.54395E-05    8.64500E-02    1.78216E-02
  0.01330    5.25448E-04    5.58297E-05    9.93435E-02    2.04963E-02
  0.01335    5.30290E-04    5.63469E-05    9.43221E-02    2.05657E-02
  0.01340    5.35507E-04    5.69174E-05    1.14381E-01    2.81832E-02
  0.01345    5.41367E-04    5.75208E-05    1.19992E-01    2.94884E-02
  0.01350    5.46976E-04    5.80491E-05    1.04375E-01    2.22998E-02
  0.01355    5.51986E-04    5.84867E-05    9.60259E-02    2.06148E-02
  0.01360    5.57427E-04    5.89800E-05    1.21613E-01    2.66775E-02
  0.01365    5.63260E-04    5.95095E-05    1.11708E-01    2.51778E-02
  0.01370    5.69539E-04    5.99812E-05    1.39450E-01    3.45345E-02
  0.01375    5.76263E-04    6.04961E-05    1.29515E-01    2.87739E-02
  0.01380    5.82988E-04    6.11377E-05    1.39482E-01    3.82373E-02
  0.01385    5.89253E-04    6.17453E-05    1.11137E-01    2.31769E-02
  0.01390    5.94493E-04    6.21545E-05    9.84582E-02    1.70829E-02
  0.01395    5.99872E-04    6.25005E-05    1.16704E-01    1.97593E-02
  0.01400    6.05482E-04    6.28650E-05    1.07669E-01    2.21788E-02
  0.01405    6.11332E-04    6.32236E-05    1.26363E-01    2.98906E-02
  0.01410    6.17140E-04    6.36027E-05    1.05919E-01    2.15327E-02
  0.01415    6.22714E-04    6.40384E-05    1.17063E-01    2.73328E-02
  0.01420    6.28596E-04    6.45436E-05    1.18196E-01    2.89550E-02
  0.01425    6.33877E-04    6.49105E-05    9.30752E-02    2.10527E-02
  0.01430    6.38157E-04    6.51270E-05    7.81023E-02    1.62257E-02
  0.01435    6.41987E-04    6.53285E-05    7.50890E-02    1.60778E-02
  0.01440    6.46969E-04    6.54752E-05    1.24229E-01    3.11698E-02
  0.01445    6.52741E-04    6.56352E-05    1.06625E-01    2.17412E-02
  0.01450    6.58987E-04    6.58089E-05    1.43210E-01    3.09580E-02
  0.01455    6.65578E-04    6.59781E-05    1.20430E-01    2.56048E-02
  0.01460    6.71238E-04    6.61717E-05    1.05980E-01    3.01829E-02
  0.01465    6.76955E-04    6.63883E-05    1.22717E-01    3.15504E-02
  0.01470    6.82816E-04    6.66099E-05    1.11705E-01    2.66654E-02
  0.01475    6.87952E-04    6.67940E-05    9.37409E-02    2.16413E-02
  0.01480    6.92748E-04    6.70009E-05    9.81143E-02    2.01221E-02
  0.01485    6.97315E-04    6.72015E-05    8.45536E-02    1.83381E-02
  0.01490    7.01844E-04    6.73867E-05    9.66177E-02    1.74119E-02
  0.01495    7.06766E-04    6.76562E-05    1.00238E-01    1.83319E-02
  0.01500    7.12581E-04    6.80058E-05    1.32357E-01    3.01610E-02
  0.01505    7.19385E-04    6.85119E-05    1.39801E-01    2.83174E-02
  0.01510    7.26701E-04    6.91122E-05    1.52857E-01    3.32579E-02
  0.01515    7.33755E-04    6.95931E-05    1.29295E-01    2.60230E-02
  0.01520    7.40182E-04    6.99530E-05    1.27781E-01    2.84298E-02
  0.01525    7.46550E-04    7.03907E-05    1.26929E-01    2.84640E-02
  0.01530    7.52804E-04    7.09320E-05    1.23266E-01    2.91667E-02
  0.01535    7.59013E-04    7.14935E-05    1.25085E-01    2.70351E-02
  0.01540    7.65215E-04    7.20322E-05    1.23005E-01    2.76473E-02
  0.01545    7.71566E-04    7.26340E-05    1.31001E-01    2.95980E-02
  0.01550    7.77785E-04    7.32601E-05    1.17776E-01    2.48538E-02
  0.01555    7.84384E-04    7.39502E-05    1.46181E-01    3.91637E-02
  0.01560    7.91376E-04    7.45917E-05    1.33488E-01    2.80549E-02
  0.01565    7.98075E-04    7.50415E-05    1.34501E-01    2.95417E-02
  0.01570    8.05503E-04    7.54791E-05    1.62621E-01    4.16350E-02
  0.01575    8.13408E-04    7.58225E-05    1.53541E-01    3.16826E-02
  0.01580    8.20650E-04    7.61419E-05    1.36163E-01    2.64723E-02
  0.01585    8.27002E-04    7.64274E-05    1.17915E-01    2.53736E-02
  0.01590    8.32606E-04    7.65713E-05    1.06238E-01    2.37354E-02
  0.01595    8.38063E-04    7.66546E-05    1.12042E-01    2.93154E-02
  0.01600    8.44107E-04    7.67105E-05    1.29737E-01    4.32744E-02
  0.01605    8.50572E-04    7.68354E-05    1.28834E-01    4.38715E-02
  0.01610    8.56510E-04    7.70450E-05    1.08686E-01    2.31149E-02
  0.01615    8.62336E-04    7.72454E-05    1.24353E-01    2.98572E-02
  0.01620    8.68353E-04    7.74959E-05    1.16337E-01    2.77319E-02
  0.01625    8.73806E-04    7.78081E-05    1.01781E-01    2.46368E-02
  0.01630    8.79689E-04    7.81326E-05    1.33548E-01    3.45759E-02
  0.01635    8.86478E-04    7.85236E-05    1.38027E-01    4.51340E-02
  0.01640    8.92807E-04    7.89294E-05    1.15129E-01    2.69174E-02
  0.01645    8.99263E-04    7.93628E-05    1.43106E-01    3.66197E-02
  0.01650    9.06413E-04    7.98764E-05    1.42876E-01    4.09605E-02
  0.01655    9.12959E-04    8.03352E-05    1.18959E-01    3.00078E-02
  0.01660    9.19032E-04    8.07329E-05    1.23982E-01    3.00435E-02
  0.01665    9.25409E-04    8.10909E-05    1.31093E-01    3.51271E-02
  0.01670    9.32006E-04    8.14564E-05    1.32777E-01    3.11641E-02
  0.01675    9.38082E-04    8.18091E-05    1.10263E-01    2.18168E-02
  0.01680    9.43901E-04    8.21343E-05    1.22510E-01    2.41147E-02
  0.01685    9.50319E-04    8.25717E-05    1.34205E-01    2.57996E-02
  0.01690    9.57117E-04    8.30821E-05    1.37709E-01    2.97295E-02
  0.01695    9.63934E-04    8.36455E-05    1.34993E-01    2.83581E-02
  0.01700    9.70132E-04    8.41438E-05    1.12893E-01    2.26662E-02
  0.01705    9.75573E-04    8.45327E-05    1.04770E-01    2.42601E-02
  0.01710    9.80726E-04    8.49599E-05    1.01352E-01    2.50886E-02
  0.01715    9.86016E-04    8.54280E-05    1.10243E-01    2.49544E-02
  0.01720    9.91101E-04    8.59006E-05    9.31493E-02    2.46788E-02
  0.01725    9.95931E-04    8.63716E-05    1.00066E-01    2.51137E-02
  0.01730    1.00085E-03    8.67963E-05    9.65220E-02    2.07554E-02
  0.01735    1.00598E-03    8.71906E-05    1.08760E-01    2.62781E-02
  0.01740    1.01134E-03    8.75514E-05    1.05804E-01    2.41767E-02
  0.01745    1.01679E-03    8.79170E-05    1.11918E-01    2.48038E-02
  0.01750    1.02235E-03    8.83584E-05    1.10805E-01    2.56798E-02
  0.01755    1.02855E-03    8.88889E-05    1.37123E-01    3.30091E-02
  0.01760    1.03510E-03    8.94829E-05    1.24751E-01    2.99216E-02
  0.01765    1.04271E-03    9.00820E-05    1.79520E-01    4.98380E-02
  0.01770    1.05106E-03    9.06246E-05    1.54581E-01    3.32007E-02
  0.01775    1.05916E-03    9.10446E-05    1.69443E-01    3.29754E-02
  0.01780    1.06697E-03    9.13538E-05    1.43178E-01    2.62140E-02
  0.01785    1.07475E-03    9.16533E-05    1.68048E-01    3.48658E-02
  0.01790    1.08346E-03    9.21306E-05    1.80169E-01    4.00696E-02
  0.01795    1.09226E-03    9.27407E-05    1.71841E-01    3.62394E-02
  0.01800    1.10109E-03    9.33990E-05    1.81525E-01    3.89847E-02
  0.01805    1.11055E-03    9.40951E-05    1.96877E-01    4.01267E-02
  0.01810    1.12045E-03    9.48167E-05    1.98905E-01    4.33256E-02
  0.01815    1.12967E-03    9.55037E-05    1.69751E-01    3.90178E-02
  0.01820    1.13850E-03    9.61730E-05    1.83440E-01    4.44183E-02
  0.01825    1.14659E-03    9.67761E-05    1.40356E-01    2.88452E-02
