             t       dwdt_avg       dwdt_std         wt_avg         wt_std
  0.000000e+00   3.164173e+05   1.134003e+04   0.000000e+00   0.000000e+00
  1.000000e-05   3.168820e+05   1.158687e+04   3.166497e+00   1.140852e-01
  2.000000e-05   3.151893e+05   1.123841e+04   6.326854e+00   2.271454e-01
  3.000000e-05   3.139412e+05   1.131367e+04   9.472506e+00   3.383426e-01
  4.000000e-05   3.117901e+05   1.099883e+04   1.260116e+01   4.481152e-01
  5.000000e-05   3.056552e+05   9.942781e+03   1.568839e+01   5.511057e-01
  6.000000e-05   2.998062e+05   9.121080e+03   1.871570e+01   6.446159e-01
  7.000000e-05   2.963242e+05   8.697597e+03   2.169635e+01   7.316289e-01
  8.000000e-05   2.894130e+05   7.845263e+03   2.462503e+01   8.116256e-01
  9.000000e-05   2.850149e+05   7.291213e+03   2.749717e+01   8.839300e-01
  1.000000e-04   2.800260e+05   6.684765e+03   3.032238e+01   9.501078e-01
  1.100000e-04   2.761027e+05   6.306307e+03   3.310302e+01   1.010832e+00
  1.200000e-04   2.705330e+05   5.793951e+03   3.583620e+01   1.066799e+00
  1.300000e-04   2.653854e+05   5.317660e+03   3.851579e+01   1.117622e+00
  1.400000e-04   2.605475e+05   4.990556e+03   4.114546e+01   1.164038e+00
  1.500000e-04   2.566088e+05   4.739894e+03   4.373124e+01   1.207487e+00
  1.600000e-04   2.532683e+05   4.642478e+03   4.628062e+01   1.249132e+00
  1.700000e-04   2.506846e+05   4.535944e+03   4.880039e+01   1.289572e+00
  1.800000e-04   2.482012e+05   4.256983e+03   5.129482e+01   1.328055e+00
  1.900000e-04   2.448038e+05   4.240305e+03   5.375984e+01   1.364568e+00
  2.000000e-04   2.416017e+05   4.031690e+03   5.619187e+01   1.399722e+00
  2.100000e-04   2.382328e+05   3.836738e+03   5.859104e+01   1.432859e+00
  2.200000e-04   2.366819e+05   3.759233e+03   6.096562e+01   1.464681e+00
  2.300000e-04   2.334264e+05   3.541081e+03   6.331616e+01   1.494983e+00
  2.400000e-04   2.303629e+05   3.555292e+03   6.563510e+01   1.523723e+00
  2.500000e-04   2.279688e+05   3.520607e+03   6.792676e+01   1.552182e+00
  2.600000e-04   2.262277e+05   3.435041e+03   7.019775e+01   1.580242e+00
  2.700000e-04   2.239829e+05   3.358799e+03   7.244880e+01   1.607669e+00
  2.800000e-04   2.217012e+05   3.222671e+03   7.467722e+01   1.633887e+00
  2.900000e-04   2.187700e+05   3.088106e+03   7.687957e+01   1.658698e+00
  3.000000e-04   2.159998e+05   3.006261e+03   7.905342e+01   1.682708e+00
  3.100000e-04   2.136125e+05   2.920692e+03   8.120149e+01   1.706142e+00
  3.200000e-04   2.111104e+05   2.878362e+03   8.332510e+01   1.728895e+00
  3.300000e-04   2.090920e+05   2.843016e+03   8.542611e+01   1.751119e+00
  3.400000e-04   2.069206e+05   2.788882e+03   8.750618e+01   1.773072e+00
  3.500000e-04   2.054564e+05   2.771769e+03   8.956806e+01   1.794834e+00
  3.600000e-04   2.032020e+05   2.751073e+03   9.161135e+01   1.816434e+00
  3.700000e-04   2.017192e+05   2.720711e+03   9.363596e+01   1.837939e+00
  3.800000e-04   1.994931e+05   2.670333e+03   9.564202e+01   1.858880e+00
  3.900000e-04   1.973444e+05   2.628324e+03   9.762621e+01   1.879180e+00
  4.000000e-04   1.948257e+05   2.549227e+03   9.958706e+01   1.898967e+00
  4.100000e-04   1.931030e+05   2.511677e+03   1.015267e+02   1.918090e+00
  4.200000e-04   1.911095e+05   2.479549e+03   1.034478e+02   1.936858e+00
  4.300000e-04   1.891838e+05   2.421006e+03   1.053492e+02   1.955305e+00
  4.400000e-04   1.875802e+05   2.406545e+03   1.072331e+02   1.973672e+00
  4.500000e-04   1.862648e+05   2.341385e+03   1.091023e+02   1.991955e+00
  4.600000e-04   1.846132e+05   2.322476e+03   1.109567e+02   2.009891e+00
  4.700000e-04   1.827994e+05   2.247407e+03   1.127937e+02   2.027566e+00
  4.800000e-04   1.813354e+05   2.226863e+03   1.146144e+02   2.044946e+00
  4.900000e-04   1.797471e+05   2.170839e+03   1.164198e+02   2.061838e+00
  5.000000e-04   1.780784e+05   2.137006e+03   1.182089e+02   2.078001e+00
  5.100000e-04   1.766948e+05   2.079743e+03   1.199828e+02   2.093585e+00
  5.200000e-04   1.751476e+05   2.043940e+03   1.217420e+02   2.108766e+00
  5.300000e-04   1.735211e+05   1.978342e+03   1.234854e+02   2.123386e+00
  5.400000e-04   1.719271e+05   1.973121e+03   1.252126e+02   2.137678e+00
  5.500000e-04   1.705602e+05   1.946966e+03   1.269250e+02   2.151923e+00
  5.600000e-04   1.691462e+05   1.891873e+03   1.286236e+02   2.165628e+00
  5.700000e-04   1.677485e+05   1.863016e+03   1.303080e+02   2.178772e+00
  5.800000e-04   1.658855e+05   1.832140e+03   1.319762e+02   2.191752e+00
  5.900000e-04   1.646148e+05   1.799531e+03   1.336287e+02   2.204506e+00
  6.000000e-04   1.636959e+05   1.752497e+03   1.352703e+02   2.216917e+00
  6.100000e-04   1.626391e+05   1.745412e+03   1.369019e+02   2.229047e+00
  6.200000e-04   1.613805e+05   1.693270e+03   1.385220e+02   2.240901e+00
