             t       dwdt_avg       dwdt_std         wt_avg         wt_std
  0.000000e+00   1.553131e+06   8.764283e+04   0.000000e+00   0.000000e+00
  1.000000e-05   1.560221e+06   8.871383e+04   1.556676e+01   8.803923e-01
  2.000000e-05   1.495876e+06   6.932868e+04   3.084724e+01   1.665308e+00
  3.000000e-05   1.426574e+06   5.438305e+04   4.545950e+01   2.270668e+00
  4.000000e-05   1.361322e+06   4.264397e+04   5.939898e+01   2.734330e+00
  5.000000e-05   1.308748e+06   3.487994e+04   7.274932e+01   3.093744e+00
  6.000000e-05   1.264000e+06   3.033012e+04   8.561306e+01   3.390391e+00
  7.000000e-05   1.226754e+06   2.655076e+04   9.806683e+01   3.647687e+00
  8.000000e-05   1.192527e+06   2.463867e+04   1.101632e+02   3.876712e+00
  9.000000e-05   1.160730e+06   2.321121e+04   1.219295e+02   4.090315e+00
  1.000000e-04   1.128176e+06   2.087560e+04   1.333740e+02   4.287012e+00
  1.100000e-04   1.095534e+06   1.867598e+04   1.444926e+02   4.462055e+00
  1.200000e-04   1.072488e+06   1.738260e+04   1.553327e+02   4.620972e+00
  1.300000e-04   1.045306e+06   1.634417e+04   1.659217e+02   4.769132e+00
  1.400000e-04   1.023920e+06   1.568578e+04   1.762678e+02   4.908924e+00
  1.500000e-04   1.001945e+06   1.483790e+04   1.863971e+02   5.041669e+00
  1.600000e-04   9.831052e+05   1.428416e+04   1.963224e+02   5.168354e+00
  1.700000e-04   9.607238e+05   1.324918e+04   2.060415e+02   5.287402e+00
  1.800000e-04   9.412224e+05   1.268179e+04   2.155513e+02   5.398192e+00
  1.900000e-04   9.217854e+05   1.228129e+04   2.248663e+02   5.503553e+00
  2.000000e-04   9.031708e+05   1.161828e+04   2.339911e+02   5.602568e+00
  2.100000e-04   8.841667e+05   1.106393e+04   2.429278e+02   5.694566e+00
  2.200000e-04   8.666053e+05   1.068321e+04   2.516816e+02   5.781835e+00
  2.300000e-04   8.516774e+05   1.027631e+04   2.602730e+02   5.865770e+00
  2.400000e-04   8.367261e+05   9.896566e+03   2.687151e+02   5.945999e+00
  2.500000e-04   8.223653e+05   9.631412e+03   2.770105e+02   6.022947e+00
  2.600000e-04   8.077673e+05   9.166153e+03   2.851612e+02   6.097204e+00
  2.700000e-04   7.944039e+05   8.802241e+03   2.931720e+02   6.167894e+00
  2.800000e-04   7.804831e+05   8.365390e+03   3.010465e+02   6.233708e+00
  2.900000e-04   7.670422e+05   7.791018e+03   3.087841e+02   6.294950e+00
  3.000000e-04   7.554486e+05   7.928755e+03   3.163966e+02   6.354803e+00
  3.100000e-04   7.449229e+05   7.732641e+03   3.238984e+02   6.414424e+00
  3.200000e-04   7.322578e+05   7.422737e+03   3.312843e+02   6.472105e+00
  3.300000e-04   7.211332e+05   7.262604e+03   3.385513e+02   6.527738e+00
  3.400000e-04   7.099038e+05   7.053003e+03   3.457065e+02   6.581805e+00
  3.500000e-04   6.980954e+05   6.987846e+03   3.527465e+02   6.634549e+00
  3.600000e-04   6.860568e+05   6.859846e+03   3.596672e+02   6.685709e+00
  3.700000e-04   6.764502e+05   6.625247e+03   3.664797e+02   6.734699e+00
  3.800000e-04   6.664042e+05   6.427392e+03   3.731940e+02   6.781757e+00
  3.900000e-04   6.565207e+05   6.296309e+03   3.798086e+02   6.827190e+00
  4.000000e-04   6.467114e+05   6.234962e+03   3.863248e+02   6.871754e+00
  4.100000e-04   6.382793e+05   6.087459e+03   3.927498e+02   6.915783e+00
  4.200000e-04   6.295857e+05   6.036166e+03   3.990891e+02   6.958858e+00
  4.300000e-04   6.202685e+05   5.907410e+03   4.053384e+02   7.000755e+00
  4.400000e-04   6.103942e+05   5.872164e+03   4.114917e+02   7.042194e+00
  4.500000e-04   6.019373e+05   5.710143e+03   4.175533e+02   7.083189e+00
  4.600000e-04   5.939162e+05   5.505333e+03   4.235326e+02   7.122443e+00
  4.700000e-04   5.856904e+05   5.381077e+03   4.294306e+02   7.160251e+00
  4.800000e-04   5.773315e+05   5.242113e+03   4.352457e+02   7.196807e+00
  4.900000e-04   5.698101e+05   5.192445e+03   4.409814e+02   7.232170e+00
  5.000000e-04   5.623378e+05   5.060695e+03   4.466422e+02   7.266243e+00
  5.100000e-04   5.547596e+05   4.948140e+03   4.522277e+02   7.299202e+00
  5.200000e-04   5.466901e+05   4.905273e+03   4.577349e+02   7.331505e+00
  5.300000e-04   5.385676e+05   4.794162e+03   4.631612e+02   7.362410e+00
  5.400000e-04   5.310782e+05   4.684059e+03   4.685094e+02   7.392026e+00
  5.500000e-04   5.227357e+05   4.495842e+03   4.737785e+02   7.420741e+00
