             t       dwdt_avg       dwdt_std         wt_avg         wt_std
  0.000000e+00   1.979582e+04   2.721824e+02   0.000000e+00   0.000000e+00
  1.000000e-05   1.974631e+04   2.743482e+02   1.977106e-01   2.728047e-03
  2.000000e-05   1.968362e+04   2.747587e+02   3.948603e-01   5.463361e-03
  3.000000e-05   1.964640e+04   2.803124e+02   5.915104e-01   8.218055e-03
  4.000000e-05   1.961100e+04   2.713993e+02   7.877974e-01   1.095241e-02
  5.000000e-05   1.947209e+04   2.688822e+02   9.832128e-01   1.362417e-02
  6.000000e-05   1.941359e+04   2.730305e+02   1.177641e+00   1.629981e-02
  7.000000e-05   1.937892e+04   2.628046e+02   1.371604e+00   1.894517e-02
  8.000000e-05   1.934734e+04   2.585437e+02   1.565235e+00   2.150623e-02
  9.000000e-05   1.929244e+04   2.557241e+02   1.758434e+00   2.401706e-02
  1.000000e-04   1.919690e+04   2.572243e+02   1.950881e+00   2.651532e-02
  1.100000e-04   1.913976e+04   2.573263e+02   2.142564e+00   2.901996e-02
  1.200000e-04   1.914927e+04   2.614905e+02   2.334009e+00   3.153087e-02
  1.300000e-04   1.907951e+04   2.592550e+02   2.525153e+00   3.402771e-02
  1.400000e-04   1.903164e+04   2.584268e+02   2.715709e+00   3.650211e-02
  1.500000e-04   1.895826e+04   2.463950e+02   2.905658e+00   3.890172e-02
  1.600000e-04   1.886994e+04   2.426355e+02   3.094799e+00   4.119820e-02
  1.700000e-04   1.884605e+04   2.420317e+02   3.283379e+00   4.347353e-02
  1.800000e-04   1.887318e+04   2.487329e+02   3.471976e+00   4.579204e-02
  1.900000e-04   1.881515e+04   2.448890e+02   3.660417e+00   4.813001e-02
  2.000000e-04   1.874892e+04   2.453289e+02   3.848238e+00   5.045368e-02
  2.100000e-04   1.868630e+04   2.436241e+02   4.035414e+00   5.276702e-02
  2.200000e-04   1.865954e+04   2.480867e+02   4.222143e+00   5.509543e-02
  2.300000e-04   1.862764e+04   2.485620e+02   4.408579e+00   5.745655e-02
  2.400000e-04   1.856689e+04   2.403974e+02   4.594551e+00   5.978539e-02
  2.500000e-04   1.858177e+04   2.439693e+02   4.780295e+00   6.209612e-02
  2.600000e-04   1.859496e+04   2.492041e+02   4.966178e+00   6.444547e-02
  2.700000e-04   1.855562e+04   2.507700e+02   5.151931e+00   6.681640e-02
  2.800000e-04   1.853799e+04   2.519813e+02   5.337399e+00   6.919160e-02
  2.900000e-04   1.856758e+04   2.500512e+02   5.522927e+00   7.154714e-02
  3.000000e-04   1.846778e+04   2.398175e+02   5.708104e+00   7.384222e-02
  3.100000e-04   1.844966e+04   2.334166e+02   5.892691e+00   7.606551e-02
  3.200000e-04   1.835930e+04   2.262759e+02   6.076736e+00   7.820862e-02
  3.300000e-04   1.830704e+04   2.234084e+02   6.260068e+00   8.029641e-02
  3.400000e-04   1.823988e+04   2.212207e+02   6.442802e+00   8.236830e-02
  3.500000e-04   1.821881e+04   2.218875e+02   6.625096e+00   8.442775e-02
  3.600000e-04   1.815631e+04   2.234608e+02   6.806971e+00   8.648179e-02
  3.700000e-04   1.811433e+04   2.254437e+02   6.988324e+00   8.853385e-02
  3.800000e-04   1.801217e+04   2.245836e+02   7.168957e+00   9.058045e-02
  3.900000e-04   1.791341e+04   2.192306e+02   7.348585e+00   9.258955e-02
  4.000000e-04   1.787987e+04   2.228173e+02   7.527551e+00   9.458289e-02
  4.100000e-04   1.785235e+04   2.230148e+02   7.706212e+00   9.659097e-02
  4.200000e-04   1.785274e+04   2.180867e+02   7.884738e+00   9.856813e-02
  4.300000e-04   1.779102e+04   2.154040e+02   8.062957e+00   1.005031e-01
  4.400000e-04   1.777281e+04   2.200276e+02   8.240776e+00   1.024383e-01
  4.500000e-04   1.771486e+04   2.222117e+02   8.418214e+00   1.043808e-01
  4.600000e-04   1.773226e+04   2.195375e+02   8.595450e+00   1.062929e-01
  4.700000e-04   1.771301e+04   2.178352e+02   8.772676e+00   1.081590e-01
  4.800000e-04   1.767236e+04   2.152260e+02   8.949603e+00   1.099953e-01
  4.900000e-04   1.760770e+04   2.087398e+02   9.126003e+00   1.117899e-01
  5.000000e-04   1.754036e+04   2.082351e+02   9.301744e+00   1.135567e-01
  5.100000e-04   1.752490e+04   2.036713e+02   9.477070e+00   1.153078e-01
