             t       dwdt_avg       dwdt_std         wt_avg         wt_std
  0.000000e+00   5.848301e+04   8.668833e+02   0.000000e+00   0.000000e+00
  1.000000e-05   5.803389e+04   8.574649e+02   5.825845e-01   8.606145e-03
  2.000000e-05   5.759738e+04   8.224418e+02   1.160741e+00   1.696786e-02
  3.000000e-05   5.712726e+04   8.247405e+02   1.734364e+00   2.515004e-02
  4.000000e-05   5.666565e+04   8.173662e+02   2.303329e+00   3.329062e-02
  5.000000e-05   5.632551e+04   8.092522e+02   2.868284e+00   4.133382e-02
  6.000000e-05   5.588496e+04   8.044731e+02   3.429337e+00   4.928896e-02
  7.000000e-05   5.561674e+04   8.122698e+02   3.986845e+00   5.721990e-02
  8.000000e-05   5.525761e+04   8.059715e+02   4.541217e+00   6.514441e-02
  9.000000e-05   5.485459e+04   7.907525e+02   5.091778e+00   7.294026e-02
  1.000000e-04   5.437898e+04   7.825976e+02   5.637946e+00   8.057535e-02
  1.100000e-04   5.381687e+04   7.742297e+02   6.178925e+00   8.811504e-02
  1.200000e-04   5.337248e+04   7.567771e+02   6.714872e+00   9.552029e-02
  1.300000e-04   5.299347e+04   7.530385e+02   7.246702e+00   1.027894e-01
  1.400000e-04   5.254258e+04   7.468661e+02   7.774382e+00   1.099862e-01
  1.500000e-04   5.204634e+04   7.554783e+02   8.297326e+00   1.171793e-01
  1.600000e-04   5.166953e+04   7.538242e+02   8.815906e+00   1.243651e-01
  1.700000e-04   5.145045e+04   7.630884e+02   9.331506e+00   1.315252e-01
  1.800000e-04   5.094430e+04   7.718442e+02   9.843479e+00   1.387221e-01
  1.900000e-04   5.066499e+04   7.759840e+02   1.035153e+01   1.459601e-01
  2.000000e-04   5.031260e+04   7.713195e+02   1.085641e+01   1.531969e-01
  2.100000e-04   4.985183e+04   7.716649e+02   1.135724e+01   1.603981e-01
  2.200000e-04   4.952511e+04   7.615358e+02   1.185412e+01   1.675153e-01
  2.300000e-04   4.925516e+04   7.465440e+02   1.234802e+01   1.745005e-01
  2.400000e-04   4.887750e+04   7.485311e+02   1.283869e+01   1.814370e-01
  2.500000e-04   4.853711e+04   7.446518e+02   1.332576e+01   1.883509e-01
  2.600000e-04   4.838609e+04   7.454515e+02   1.381037e+01   1.952152e-01
