        t         wt_avg         wt_std         ct_avg         ct_std         st_avg         st_std         vt_avg         vt_std         ft_avg         ft_std
  0.00000    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  0.00005    9.06180E-09    2.71011E-09   -6.24026E-13    1.74922E-14    9.06242E-09    2.71011E-09    1.57467E-10    1.78358E-06    8.90496E-09    1.78367E-06
  0.00010    2.60014E-08    7.54652E-09   -3.70118E-12    9.55713E-14    2.60051E-08    7.54652E-09    6.11768E-10    3.51554E-06    2.53934E-08    3.51571E-06
  0.00015    5.95948E-08    1.74748E-08   -1.17253E-11    2.96500E-13    5.96065E-08    1.74749E-08    1.36464E-09    5.25058E-06    5.82419E-08    5.25114E-06
  0.00020    1.01401E-07    2.93110E-08   -2.74104E-11    6.37150E-13    1.01428E-07    2.93110E-08    2.64630E-09    7.31171E-06    9.87821E-08    7.31331E-06
  0.00025    1.41962E-07    3.89289E-08   -5.31987E-11    1.25869E-12    1.42015E-07    3.89288E-08    3.95287E-09    8.93625E-06    1.38062E-07    8.93912E-06
  0.00030    1.88632E-07    4.96802E-08   -9.12567E-11    2.28607E-12    1.88723E-07    4.96802E-08    5.79846E-09    1.08232E-05    1.82924E-07    1.08289E-05
  0.00035    2.43065E-07    6.27628E-08   -1.43384E-10    3.70780E-12    2.43208E-07    6.27628E-08    7.41073E-09    1.22357E-05    2.35797E-07    1.22435E-05
  0.00040    2.91505E-07    7.39247E-08   -2.13294E-10    5.56947E-12    2.91718E-07    7.39249E-08    9.50265E-09    1.38555E-05    2.82215E-07    1.38655E-05
  0.00045    3.43078E-07    8.55169E-08   -3.00040E-10    7.48513E-12    3.43378E-07    8.55173E-08    1.20216E-08    1.55841E-05    3.31357E-07    1.55975E-05
  0.00050    4.10718E-07    1.01529E-07   -4.05583E-10    9.36728E-12    4.11123E-07    1.01529E-07    1.46068E-08    1.71782E-05    3.96517E-07    1.71945E-05
  0.00055    5.11593E-07    1.24160E-07   -5.35825E-10    1.18719E-11    5.12129E-07    1.24160E-07    1.81322E-08    1.91393E-05    4.93997E-07    1.91630E-05
  0.00060    6.35803E-07    1.52191E-07   -6.93828E-10    1.49091E-11    6.36497E-07    1.52191E-07    2.29532E-08    2.15338E-05    6.13544E-07    2.15646E-05
  0.00065    7.46447E-07    1.74953E-07   -8.82139E-10    1.83002E-11    7.47329E-07    1.74953E-07    2.52791E-08    2.25986E-05    7.22050E-07    2.26342E-05
  0.00070    8.48477E-07    1.92854E-07   -1.10154E-09    2.27537E-11    8.49578E-07    1.92853E-07    3.04170E-08    2.47890E-05    8.19161E-07    2.48327E-05
  0.00075    9.66525E-07    2.09918E-07   -1.35585E-09    2.79774E-11    9.67880E-07    2.09917E-07    3.42791E-08    2.63158E-05    9.33601E-07    2.63633E-05
  0.00080    1.12748E-06    2.33401E-07   -1.65086E-09    3.37209E-11    1.12913E-06    2.33398E-07    3.85453E-08    2.79053E-05    1.09059E-06    2.79584E-05
  0.00085    1.30207E-06    2.63421E-07   -1.98171E-09    3.98206E-11    1.30405E-06    2.63416E-07    4.43278E-08    2.99253E-05    1.25973E-06    2.99772E-05
  0.00090    1.51344E-06    3.02767E-07   -2.35073E-09    4.63385E-11    1.51579E-06    3.02761E-07    4.80347E-08    3.11515E-05    1.46776E-06    3.12128E-05
  0.00095    1.75721E-06    3.56303E-07   -2.75885E-09    5.38455E-11    1.75996E-06    3.56296E-07    5.67049E-08    3.38463E-05    1.70326E-06    3.39232E-05
  0.00100    1.98974E-06    4.07075E-07   -3.22109E-09    6.29515E-11    1.99296E-06    4.07067E-07    6.42494E-08    3.60276E-05    1.92871E-06    3.61039E-05
  0.00105    2.22118E-06    4.57178E-07   -3.74761E-09    7.33235E-11    2.22493E-06    4.57169E-07    6.66348E-08    3.66903E-05    2.15829E-06    3.67523E-05
  0.00110    2.44499E-06    5.06987E-07   -4.32137E-09    8.55447E-11    2.44931E-06    5.06979E-07    7.52124E-08    3.89805E-05    2.37410E-06    3.90488E-05
  0.00115    2.66121E-06    5.54680E-07   -4.94486E-09    9.91267E-11    2.66615E-06    5.54675E-07    8.30988E-08    4.09734E-05    2.58305E-06    4.10497E-05
  0.00120    2.86590E-06    6.00001E-07   -5.62705E-09    1.13333E-10    2.87153E-06    5.99999E-07    9.25413E-08    4.32386E-05    2.77899E-06    4.33140E-05
  0.00125    3.10305E-06    6.48854E-07   -6.37269E-09    1.27016E-10    3.10942E-06    6.48856E-07    1.03920E-07    4.58197E-05    3.00550E-06    4.59186E-05
  0.00130    3.36479E-06    7.05053E-07   -7.19116E-09    1.41662E-10    3.37198E-06    7.05059E-07    1.09862E-07    4.71113E-05    3.26212E-06    4.72174E-05
  0.00135    3.62926E-06    7.70739E-07   -8.07083E-09    1.58809E-10    3.63733E-06    7.70747E-07    1.19132E-07    4.90585E-05    3.51820E-06    4.91824E-05
  0.00140    3.90446E-06    8.38693E-07   -9.01039E-09    1.77431E-10    3.91347E-06    8.38698E-07    1.26445E-07    5.05414E-05    3.78702E-06    5.06721E-05
  0.00145    4.14050E-06    8.90962E-07   -1.00354E-08    1.98238E-10    4.15053E-06    8.90963E-07    1.35196E-07    5.22614E-05    4.01533E-06    5.24297E-05
  0.00150    4.34890E-06    9.35706E-07   -1.11387E-08    2.21437E-10    4.36004E-06    9.35705E-07    1.45728E-07    5.42588E-05    4.21431E-06    5.44283E-05
  0.00155    4.59075E-06    9.95860E-07   -1.23031E-08    2.45746E-10    4.60306E-06    9.95857E-07    1.55469E-07    5.60428E-05    4.44759E-06    5.62364E-05
  0.00160    4.85302E-06    1.06058E-06   -1.35600E-08    2.72579E-10    4.86658E-06    1.06057E-06    1.60202E-07    5.68895E-05    4.70638E-06    5.70987E-05
  0.00165    5.11002E-06    1.13044E-06   -1.49184E-08    3.05160E-10    5.12494E-06    1.13042E-06    1.66532E-07    5.80025E-05    4.95841E-06    5.82161E-05
  0.00170    5.36141E-06    1.20527E-06   -1.63488E-08    3.37904E-10    5.37776E-06    1.20525E-06    1.77007E-07    5.97992E-05    5.20075E-06    6.00268E-05
  0.00175    5.62543E-06    1.27475E-06   -1.78547E-08    3.69373E-10    5.64328E-06    1.27471E-06    1.84567E-07    6.10634E-05    5.45872E-06    6.13085E-05
  0.00180    5.93059E-06    1.35426E-06   -1.94413E-08    3.98266E-10    5.95003E-06    1.35422E-06    1.97052E-07    6.30946E-05    5.75298E-06    6.33465E-05
  0.00185    6.25878E-06    1.43877E-06   -2.11410E-08    4.27776E-10    6.27992E-06    1.43873E-06    2.10027E-07    6.51396E-05    6.06989E-06    6.53918E-05
  0.00190    6.54168E-06    1.51095E-06   -2.29243E-08    4.59950E-10    6.56460E-06    1.51090E-06    2.15351E-07    6.59603E-05    6.34925E-06    6.62434E-05
  0.00195    6.79834E-06    1.57858E-06   -2.47685E-08    4.93907E-10    6.82311E-06    1.57853E-06    2.27512E-07    6.77968E-05    6.59560E-06    6.81285E-05
  0.00200    7.11201E-06    1.65298E-06   -2.67517E-08    5.31839E-10    7.13877E-06    1.65293E-06    2.25596E-07    6.75101E-05    6.91317E-06    6.78375E-05
  0.00205    7.44778E-06    1.72658E-06   -2.88385E-08    5.71863E-10    7.47662E-06    1.72653E-06    2.41820E-07    6.98949E-05    7.23480E-06    7.02395E-05
  0.00210    7.89476E-06    1.83493E-06   -3.10149E-08    6.17683E-10    7.92577E-06    1.83487E-06    2.59389E-07    7.23902E-05    7.66638E-06    7.27895E-05
  0.00215    8.39845E-06    1.96729E-06   -3.32912E-08    6.71060E-10    8.43174E-06    1.96723E-06    2.69726E-07    7.38183E-05    8.16201E-06    7.42281E-05
  0.00220    8.81236E-06    2.06660E-06   -3.56571E-08    7.25687E-10    8.84801E-06    2.06653E-06    2.69705E-07    7.38157E-05    8.57831E-06    7.42724E-05
  0.00225    9.25169E-06    2.16916E-06   -3.81204E-08    7.83099E-10    9.28981E-06    2.16909E-06    2.87538E-07    7.62177E-05    9.00227E-06    7.66962E-05
  0.00230    9.77474E-06    2.29755E-06   -4.06768E-08    8.45219E-10    9.81542E-06    2.29747E-06    2.85444E-07    7.59393E-05    9.52997E-06    7.64805E-05
  0.00235    1.03300E-05    2.42789E-06   -4.33332E-08    9.03248E-10    1.03733E-05    2.42781E-06    3.02645E-07    7.81948E-05    1.00707E-05    7.87256E-05
  0.00240    1.08655E-05    2.54614E-06   -4.61250E-08    9.57790E-10    1.09116E-05    2.54607E-06    3.15551E-07    7.98449E-05    1.05961E-05    8.03659E-05
  0.00245    1.13917E-05    2.65130E-06   -4.90317E-08    1.01075E-09    1.14408E-05    2.65123E-06    3.24136E-07    8.09241E-05    1.11166E-05    8.15078E-05
  0.00250    1.19502E-05    2.74049E-06   -5.19770E-08    1.06000E-09    1.20022E-05    2.74042E-06    3.39372E-07    8.28032E-05    1.16628E-05    8.34373E-05
  0.00255    1.25904E-05    2.84437E-06   -5.50592E-08    1.11207E-09    1.26455E-05    2.84430E-06    3.53700E-07    8.45320E-05    1.22918E-05    8.52130E-05
  0.00260    1.32073E-05    2.95954E-06   -5.82646E-08    1.16514E-09    1.32656E-05    2.95947E-06    3.53104E-07    8.44600E-05    1.29124E-05    8.51459E-05
  0.00265    1.37890E-05    3.07460E-06   -6.15570E-08    1.22228E-09    1.38505E-05    3.07455E-06    3.62253E-07    8.55470E-05    1.34883E-05    8.62952E-05
  0.00270    1.44661E-05    3.23643E-06   -6.49750E-08    1.28926E-09    1.45311E-05    3.23638E-06    3.85531E-07    8.82524E-05    1.41455E-05    8.89816E-05
  0.00275    1.51501E-05    3.42363E-06   -6.85002E-08    1.35446E-09    1.52186E-05    3.42358E-06    4.21696E-07    9.22981E-05    1.47969E-05    9.29898E-05
  0.00280    1.57664E-05    3.60703E-06   -7.22443E-08    1.42439E-09    1.58386E-05    3.60699E-06    4.36095E-07    9.38604E-05    1.54025E-05    9.45988E-05
  0.00285    1.64259E-05    3.80100E-06   -7.61948E-08    1.49725E-09    1.65021E-05    3.80097E-06    4.50918E-07    9.54425E-05    1.60512E-05    9.61938E-05
  0.00290    1.72898E-05    4.05371E-06   -8.02793E-08    1.56974E-09    1.73701E-05    4.05368E-06    5.07783E-07    1.01281E-04    1.68623E-05    1.02174E-04
  0.00295    1.83010E-05    4.34213E-06   -8.44951E-08    1.64002E-09    1.83855E-05    4.34209E-06    5.19850E-07    1.02478E-04    1.78657E-05    1.03401E-04
  0.00300    1.92190E-05    4.57566E-06   -8.87557E-08    1.69501E-09    1.93078E-05    4.57561E-06    5.34755E-07    1.03937E-04    1.87730E-05    1.04854E-04
  0.00305    2.00224E-05    4.75475E-06   -9.31064E-08    1.75539E-09    2.01155E-05    4.75469E-06    5.49371E-07    1.05346E-04    1.95661E-05    1.06338E-04
  0.00310    2.07479E-05    4.90924E-06   -9.75941E-08    1.83036E-09    2.08455E-05    4.90916E-06    5.40519E-07    1.04493E-04    2.03050E-05    1.05522E-04
  0.00315    2.14050E-05    5.04436E-06   -1.02376E-07    1.90834E-09    2.15073E-05    5.04426E-06    5.60792E-07    1.06434E-04    2.09466E-05    1.07516E-04
  0.00320    2.21888E-05    5.23402E-06   -1.07325E-07    1.98498E-09    2.22962E-05    5.23393E-06    5.66223E-07    1.06948E-04    2.17299E-05    1.08210E-04
  0.00325    2.29799E-05    5.47178E-06   -1.12322E-07    2.06188E-09    2.30922E-05    5.47167E-06    6.08714E-07    1.10888E-04    2.24835E-05    1.12198E-04
  0.00330    2.36262E-05    5.66639E-06   -1.17493E-07    2.14080E-09    2.37437E-05    5.66626E-06    6.40673E-07    1.13764E-04    2.31030E-05    1.15009E-04
  0.00335    2.42718E-05    5.84213E-06   -1.22885E-07    2.22766E-09    2.43947E-05    5.84202E-06    6.77755E-07    1.17012E-04    2.37170E-05    1.18208E-04
  0.00340    2.49541E-05    6.00736E-06   -1.28427E-07    2.33115E-09    2.50825E-05    6.00726E-06    6.85179E-07    1.17654E-04    2.43973E-05    1.18987E-04
  0.00345    2.56901E-05    6.17182E-06   -1.34072E-07    2.44479E-09    2.58242E-05    6.17172E-06    7.35892E-07    1.21931E-04    2.50883E-05    1.23310E-04
  0.00350    2.64908E-05    6.34737E-06   -1.39973E-07    2.56098E-09    2.66308E-05    6.34727E-06    7.52159E-07    1.23272E-04    2.58786E-05    1.24520E-04
  0.00355    2.71925E-05    6.50100E-06   -1.46014E-07    2.68297E-09    2.73385E-05    6.50091E-06    8.00011E-07    1.27134E-04    2.65385E-05    1.28492E-04
  0.00360    2.78557E-05    6.62343E-06   -1.52137E-07    2.80607E-09    2.80078E-05    6.62333E-06    8.24118E-07    1.29035E-04    2.71837E-05    1.30467E-04
  0.00365    2.85248E-05    6.72193E-06   -1.58459E-07    2.91548E-09    2.86833E-05    6.72183E-06    8.74196E-07    1.32899E-04    2.78091E-05    1.34326E-04
  0.00370    2.90618E-05    6.80203E-06   -1.64932E-07    2.99674E-09    2.92267E-05    6.80193E-06    8.76028E-07    1.33035E-04    2.83507E-05    1.34466E-04
  0.00375    2.95129E-05    6.86235E-06   -1.71621E-07    3.08081E-09    2.96845E-05    6.86223E-06    8.93435E-07    1.34348E-04    2.87911E-05    1.35482E-04
  0.00380    2.99617E-05    6.90731E-06   -1.78544E-07    3.18784E-09    3.01403E-05    6.90716E-06    8.84607E-07    1.33680E-04    2.92556E-05    1.34953E-04
  0.00385    3.04301E-05    6.95654E-06   -1.85609E-07    3.29551E-09    3.06157E-05    6.95638E-06    9.11149E-07    1.35668E-04    2.97046E-05    1.36910E-04
  0.00390    3.09857E-05    7.01268E-06   -1.92973E-07    3.40012E-09    3.11787E-05    7.01252E-06    9.41604E-07    1.37916E-04    3.02371E-05    1.39112E-04
  0.00395    3.16949E-05    7.07097E-06   -2.00606E-07    3.50246E-09    3.18955E-05    7.07079E-06    1.00323E-06    1.42356E-04    3.08923E-05    1.43465E-04
  0.00400    3.24418E-05    7.12828E-06   -2.08336E-07    3.61392E-09    3.26502E-05    7.12808E-06    9.93230E-07    1.41643E-04    3.16569E-05    1.42789E-04
  0.00405    3.31116E-05    7.17251E-06   -2.16311E-07    3.72320E-09    3.33279E-05    7.17229E-06    1.07069E-06    1.47063E-04    3.22572E-05    1.48085E-04
  0.00410    3.38470E-05    7.23360E-06   -2.24697E-07    3.84320E-09    3.40717E-05    7.23336E-06    1.10238E-06    1.49227E-04    3.29693E-05    1.50360E-04
  0.00415    3.46751E-05    7.32674E-06   -2.33120E-07    3.96991E-09    3.49083E-05    7.32647E-06    1.04972E-06    1.45622E-04    3.38585E-05    1.46960E-04
  0.00420    3.55213E-05    7.41351E-06   -2.41769E-07    4.10086E-09    3.57631E-05    7.41321E-06    1.09345E-06    1.48627E-04    3.46696E-05    1.49913E-04
  0.00425    3.65832E-05    7.51874E-06   -2.50626E-07    4.23897E-09    3.68339E-05    7.51839E-06    1.14856E-06    1.52330E-04    3.56853E-05    1.53714E-04
  0.00430    3.76573E-05    7.63802E-06   -2.59516E-07    4.37992E-09    3.79168E-05    7.63762E-06    1.22648E-06    1.57411E-04    3.66904E-05    1.58827E-04
  0.00435    3.85744E-05    7.74737E-06   -2.68735E-07    4.54067E-09    3.88432E-05    7.74691E-06    1.19150E-06    1.55152E-04    3.76517E-05    1.56335E-04
  0.00440    3.96249E-05    7.89615E-06   -2.77973E-07    4.69709E-09    3.99028E-05    7.89565E-06    1.32767E-06    1.63774E-04    3.85752E-05    1.64903E-04
  0.00445    4.06717E-05    8.02952E-06   -2.87339E-07    4.84296E-09    4.09590E-05    8.02898E-06    1.34871E-06    1.65059E-04    3.96103E-05    1.66350E-04
  0.00450    4.14535E-05    8.10746E-06   -2.97006E-07    4.98613E-09    4.17505E-05    8.10688E-06    1.32063E-06    1.63334E-04    4.04299E-05    1.64568E-04
  0.00455    4.22358E-05    8.18461E-06   -3.06871E-07    5.12147E-09    4.25426E-05    8.18401E-06    1.27134E-06    1.60256E-04    4.12713E-05    1.61548E-04
  0.00460    4.31789E-05    8.29484E-06   -3.17033E-07    5.25678E-09    4.34960E-05    8.29422E-06    1.29171E-06    1.61531E-04    4.22042E-05    1.62909E-04
  0.00465    4.42434E-05    8.44740E-06   -3.27518E-07    5.41918E-09    4.45709E-05    8.44677E-06    1.24130E-06    1.58349E-04    4.33296E-05    1.59905E-04
  0.00470    4.52917E-05    8.59632E-06   -3.38344E-07    5.60845E-09    4.56300E-05    8.59567E-06    1.30189E-06    1.62167E-04    4.43281E-05    1.63977E-04
  0.00475    4.62055E-05    8.70003E-06   -3.49565E-07    5.79110E-09    4.65551E-05    8.69931E-06    1.34538E-06    1.64851E-04    4.52097E-05    1.66726E-04
  0.00480    4.69575E-05    8.77905E-06   -3.61056E-07    5.95907E-09    4.73185E-05    8.77826E-06    1.37856E-06    1.66875E-04    4.59400E-05    1.68547E-04
  0.00485    4.75845E-05    8.85553E-06   -3.72636E-07    6.11789E-09    4.79571E-05    8.85469E-06    1.43433E-06    1.70220E-04    4.65228E-05    1.71783E-04
  0.00490    4.82648E-05    8.93136E-06   -3.84495E-07    6.28548E-09    4.86493E-05    8.93046E-06    1.40982E-06    1.68752E-04    4.72395E-05    1.70092E-04
  0.00495    4.90744E-05    9.01201E-06   -3.96651E-07    6.47657E-09    4.94710E-05    9.01104E-06    1.44926E-06    1.71095E-04    4.80218E-05    1.72166E-04
  0.00500    4.99365E-05    9.09776E-06   -4.08693E-07    6.65888E-09    5.03452E-05    9.09673E-06    1.46574E-06    1.72067E-04    4.88794E-05    1.73081E-04
  0.00505    5.07108E-05    9.17259E-06   -4.20927E-07    6.85587E-09    5.11317E-05    9.17151E-06    1.50342E-06    1.74263E-04    4.96283E-05    1.75156E-04
  0.00510    5.14427E-05    9.23729E-06   -4.33386E-07    7.05521E-09    5.18761E-05    9.23616E-06    1.49772E-06    1.73934E-04    5.03783E-05    1.75093E-04
  0.00515    5.21409E-05    9.29920E-06   -4.45843E-07    7.22813E-09    5.25868E-05    9.29802E-06    1.51252E-06    1.74784E-04    5.10742E-05    1.75977E-04
  0.00520    5.27551E-05    9.37265E-06   -4.58524E-07    7.40849E-09    5.32137E-05    9.37143E-06    1.52358E-06    1.75421E-04    5.16901E-05    1.76720E-04
  0.00525    5.33539E-05    9.46093E-06   -4.71473E-07    7.59666E-09    5.38254E-05    9.45967E-06    1.57886E-06    1.78570E-04    5.22465E-05    1.79772E-04
  0.00530    5.39756E-05    9.55739E-06   -4.84828E-07    7.77101E-09    5.44604E-05    9.55608E-06    1.60313E-06    1.79939E-04    5.28573E-05    1.81276E-04
  0.00535    5.46262E-05    9.64175E-06   -4.98292E-07    7.92851E-09    5.51245E-05    9.64041E-06    1.56739E-06    1.77922E-04    5.35571E-05    1.79244E-04
  0.00540    5.53121E-05    9.71942E-06   -5.12014E-07    8.12759E-09    5.58241E-05    9.71802E-06    1.63189E-06    1.81551E-04    5.41923E-05    1.82888E-04
  0.00545    5.60769E-05    9.81221E-06   -5.26215E-07    8.36578E-09    5.66031E-05    9.81075E-06    1.67143E-06    1.83736E-04    5.49317E-05    1.85032E-04
  0.00550    5.72080E-05    9.92837E-06   -5.40552E-07    8.59103E-09    5.77486E-05    9.92683E-06    1.76182E-06    1.88640E-04    5.59868E-05    1.89937E-04
  0.00555    5.85009E-05    1.00551E-05   -5.55145E-07    8.82087E-09    5.90561E-05    1.00535E-05    1.83304E-06    1.92420E-04    5.72230E-05    1.93587E-04
  0.00560    5.96562E-05    1.01666E-05   -5.69940E-07    9.04738E-09    6.02262E-05    1.01649E-05    1.96689E-06    1.99324E-04    5.82593E-05    2.00444E-04
  0.00565    6.06826E-05    1.02686E-05   -5.84950E-07    9.25526E-09    6.12676E-05    1.02668E-05    1.97336E-06    1.99648E-04    5.92942E-05    2.00785E-04
  0.00570    6.15832E-05    1.03716E-05   -6.00007E-07    9.44893E-09    6.21832E-05    1.03698E-05    2.08951E-06    2.05438E-04    6.00937E-05    2.06615E-04
  0.00575    6.26613E-05    1.04827E-05   -6.15224E-07    9.60865E-09    6.32765E-05    1.04809E-05    2.07369E-06    2.04663E-04    6.12028E-05    2.05988E-04
  0.00580    6.39299E-05    1.05998E-05   -6.30967E-07    9.75867E-09    6.45609E-05    1.05980E-05    1.95529E-06    1.98740E-04    6.26056E-05    2.00475E-04
  0.00585    6.51886E-05    1.07188E-05   -6.47205E-07    9.94663E-09    6.58358E-05    1.07169E-05    1.96867E-06    1.99425E-04    6.38671E-05    2.01200E-04
  0.00590    6.63758E-05    1.08233E-05   -6.63831E-07    1.01783E-08    6.70396E-05    1.08214E-05    2.00408E-06    2.01213E-04    6.50355E-05    2.03029E-04
  0.00595    6.75851E-05    1.09348E-05   -6.80581E-07    1.04016E-08    6.82657E-05    1.09329E-05    2.05172E-06    2.03594E-04    6.62140E-05    2.05496E-04
  0.00600    6.88390E-05    1.10505E-05   -6.97385E-07    1.06319E-08    6.95364E-05    1.10486E-05    2.13364E-06    2.07618E-04    6.74028E-05    2.09344E-04
  0.00605    6.99730E-05    1.11583E-05   -7.14644E-07    1.08610E-08    7.06876E-05    1.11564E-05    2.10444E-06    2.06186E-04    6.85832E-05    2.07906E-04
  0.00610    7.11522E-05    1.12710E-05   -7.32403E-07    1.11150E-08    7.18846E-05    1.12691E-05    2.10147E-06    2.06037E-04    6.97832E-05    2.07588E-04
  0.00615    7.25472E-05    1.14216E-05   -7.50254E-07    1.13672E-08    7.32974E-05    1.14196E-05    2.03502E-06    2.02749E-04    7.12624E-05    2.04338E-04
  0.00620    7.38675E-05    1.15768E-05   -7.68371E-07    1.15932E-08    7.46359E-05    1.15748E-05    2.04997E-06    2.03495E-04    7.25859E-05    2.05222E-04
  0.00625    7.50285E-05    1.17202E-05   -7.86816E-07    1.18333E-08    7.58153E-05    1.17182E-05    2.08300E-06    2.05126E-04    7.37323E-05    2.07055E-04
  0.00630    7.62293E-05    1.18950E-05   -8.05913E-07    1.20842E-08    7.70352E-05    1.18929E-05    2.12209E-06    2.07054E-04    7.49131E-05    2.09026E-04
  0.00635    7.74203E-05    1.20695E-05   -8.25020E-07    1.23436E-08    7.82453E-05    1.20675E-05    2.21797E-06    2.11680E-04    7.60273E-05    2.13803E-04
  0.00640    7.87875E-05    1.22597E-05   -8.43818E-07    1.26161E-08    7.96313E-05    1.22577E-05    2.30649E-06    2.15865E-04    7.73248E-05    2.17918E-04
  0.00645    8.02838E-05    1.24795E-05   -8.62771E-07    1.28987E-08    8.11466E-05    1.24774E-05    2.38334E-06    2.19437E-04    7.87632E-05    2.21509E-04
  0.00650    8.17058E-05    1.26941E-05   -8.81744E-07    1.31141E-08    8.25876E-05    1.26921E-05    2.34589E-06    2.17706E-04    8.02417E-05    2.19349E-04
  0.00655    8.31538E-05    1.29075E-05   -9.01237E-07    1.33674E-08    8.40551E-05    1.29056E-05    2.44444E-06    2.22227E-04    8.16106E-05    2.23298E-04
  0.00660    8.45379E-05    1.31317E-05   -9.21815E-07    1.36576E-08    8.54597E-05    1.31298E-05    2.38374E-06    2.19443E-04    8.30759E-05    2.20662E-04
  0.00665    8.57760E-05    1.33550E-05   -9.42889E-07    1.39183E-08    8.67189E-05    1.33531E-05    2.48964E-06    2.24264E-04    8.42293E-05    2.25391E-04
  0.00670    8.68091E-05    1.35402E-05   -9.63767E-07    1.41889E-08    8.77729E-05    1.35383E-05    2.57987E-06    2.28284E-04    8.51930E-05    2.28894E-04
  0.00675    8.76769E-05    1.36935E-05   -9.84624E-07    1.44519E-08    8.86615E-05    1.36915E-05    2.55518E-06    2.27192E-04    8.61063E-05    2.27614E-04
  0.00680    8.84758E-05    1.38344E-05   -1.00587E-06    1.47233E-08    8.94817E-05    1.38324E-05    2.68039E-06    2.32694E-04    8.68013E-05    2.32989E-04
  0.00685    8.93235E-05    1.39856E-05   -1.02767E-06    1.50070E-08    9.03512E-05    1.39836E-05    2.68010E-06    2.32679E-04    8.76711E-05    2.33329E-04
  0.00690    9.03886E-05    1.41666E-05   -1.04990E-06    1.53268E-08    9.14385E-05    1.41645E-05    2.64885E-06    2.31315E-04    8.87896E-05    2.31942E-04
  0.00695    9.15929E-05    1.43543E-05   -1.07237E-06    1.56771E-08    9.26653E-05    1.43521E-05    2.65514E-06    2.31591E-04    9.00101E-05    2.32219E-04
  0.00700    9.26999E-05    1.44999E-05   -1.09434E-06    1.60296E-08    9.37942E-05    1.44977E-05    2.75055E-06    2.35714E-04    9.10437E-05    2.35787E-04
  0.00705    9.37899E-05    1.45797E-05   -1.11608E-06    1.63186E-08    9.49060E-05    1.45774E-05    2.84008E-06    2.39508E-04    9.20659E-05    2.39478E-04
  0.00710    9.48062E-05    1.46371E-05   -1.13820E-06    1.65421E-08    9.59444E-05    1.46347E-05    2.83443E-06    2.39267E-04    9.31099E-05    2.39295E-04
  0.00715    9.57887E-05    1.46845E-05   -1.16100E-06    1.67959E-08    9.69497E-05    1.46822E-05    3.00619E-06    2.46409E-04    9.39435E-05    2.46122E-04
  0.00720    9.69445E-05    1.47490E-05   -1.18419E-06    1.71156E-08    9.81287E-05    1.47469E-05    2.90845E-06    2.42377E-04    9.52202E-05    2.41849E-04
  0.00725    9.82604E-05    1.48488E-05   -1.20784E-06    1.74639E-08    9.94682E-05    1.48467E-05    2.98049E-06    2.45368E-04    9.64877E-05    2.44927E-04
  0.00730    9.96549E-05    1.49460E-05   -1.23210E-06    1.78248E-08    1.00887E-04    1.49439E-05    3.18227E-06    2.53531E-04    9.77047E-05    2.53371E-04
  0.00735    1.01064E-04    1.50380E-05   -1.25663E-06    1.82003E-08    1.02320E-04    1.50360E-05    3.36702E-06    2.60787E-04    9.89533E-05    2.60672E-04
  0.00740    1.02533E-04    1.51336E-05   -1.28182E-06    1.85667E-08    1.03815E-04    1.51316E-05    3.43157E-06    2.63272E-04    1.00383E-04    2.63615E-04
  0.00745    1.03771E-04    1.52076E-05   -1.30740E-06    1.89407E-08    1.05078E-04    1.52056E-05    3.40279E-06    2.62166E-04    1.01675E-04    2.62324E-04
  0.00750    1.04992E-04    1.52594E-05   -1.33333E-06    1.92937E-08    1.06325E-04    1.52572E-05    3.39408E-06    2.61832E-04    1.02931E-04    2.62078E-04
  0.00755    1.06296E-04    1.53074E-05   -1.35993E-06    1.96638E-08    1.07656E-04    1.53052E-05    3.31264E-06    2.58669E-04    1.04344E-04    2.58760E-04
  0.00760    1.07530E-04    1.53497E-05   -1.38681E-06    2.00891E-08    1.08917E-04    1.53474E-05    3.57449E-06    2.68689E-04    1.05342E-04    2.68993E-04
  0.00765    1.08868E-04    1.53986E-05   -1.41418E-06    2.04722E-08    1.10283E-04    1.53963E-05    3.71837E-06    2.74046E-04    1.06564E-04    2.74228E-04
  0.00770    1.10119E-04    1.54414E-05   -1.44174E-06    2.07835E-08    1.11561E-04    1.54390E-05    3.74205E-06    2.74924E-04    1.07819E-04    2.74851E-04
  0.00775    1.11314E-04    1.54789E-05   -1.46900E-06    2.10842E-08    1.12783E-04    1.54764E-05    3.84227E-06    2.78595E-04    1.08941E-04    2.78606E-04
  0.00780    1.12698E-04    1.55139E-05   -1.49654E-06    2.14266E-08    1.14195E-04    1.55114E-05    3.80695E-06    2.77308E-04    1.10388E-04    2.77213E-04
  0.00785    1.14175E-04    1.55848E-05   -1.52453E-06    2.17617E-08    1.15700E-04    1.55823E-05    3.84352E-06    2.78642E-04    1.11856E-04    2.78448E-04
  0.00790    1.15571E-04    1.57024E-05   -1.55314E-06    2.20816E-08    1.17124E-04    1.56999E-05    3.87380E-06    2.79740E-04    1.13250E-04    2.79751E-04
  0.00795    1.16903E-04    1.58109E-05   -1.58230E-06    2.23814E-08    1.18485E-04    1.58085E-05    3.85640E-06    2.79105E-04    1.14628E-04    2.79300E-04
