             t       dwdt_avg       dwdt_std         wt_avg         wt_std
  0.000000e+00   5.470125e+04   1.310914e+03   0.000000e+00   0.000000e+00
  1.000000e-05   5.392308e+04   1.319998e+03   5.431217e-01   1.312541e-02
  2.000000e-05   5.260959e+04   1.326865e+03   1.075785e+00   2.630849e-02
  3.000000e-05   5.171294e+04   1.312463e+03   1.597398e+00   3.941494e-02
  4.000000e-05   5.047002e+04   1.279904e+03   2.108312e+00   5.221592e-02
  5.000000e-05   4.929970e+04   1.266155e+03   2.607161e+00   6.473919e-02
  6.000000e-05   4.815277e+04   1.279679e+03   3.094423e+00   7.725416e-02
  7.000000e-05   4.758758e+04   1.289257e+03   3.573125e+00   8.984266e-02
  8.000000e-05   4.661050e+04   1.250886e+03   4.044116e+00   1.022489e-01
  9.000000e-05   4.551202e+04   1.263395e+03   4.504728e+00   1.144820e-01
  1.000000e-04   4.419553e+04   1.241926e+03   4.953266e+00   1.266411e-01
  1.100000e-04   4.335641e+04   1.220432e+03   5.391026e+00   1.385842e-01
  1.200000e-04   4.218184e+04   1.204905e+03   5.818717e+00   1.503211e-01
  1.300000e-04   4.158272e+04   1.176172e+03   6.237540e+00   1.618231e-01
  1.400000e-04   4.034703e+04   1.170430e+03   6.647188e+00   1.731028e-01
  1.500000e-04   3.948653e+04   1.179084e+03   7.046356e+00   1.843961e-01
  1.600000e-04   3.874747e+04   1.175392e+03   7.437526e+00   1.957153e-01
  1.700000e-04   3.774542e+04   1.159747e+03   7.819991e+00   2.068409e-01
  1.800000e-04   3.705594e+04   1.137073e+03   8.193997e+00   2.177217e-01
  1.900000e-04   3.639922e+04   1.127352e+03   8.561273e+00   2.284244e-01
  2.000000e-04   3.541482e+04   1.095238e+03   8.920343e+00   2.388718e-01
  2.100000e-04   3.444417e+04   1.095514e+03   9.269638e+00   2.490882e-01
  2.200000e-04   3.374521e+04   1.096957e+03   9.610585e+00   2.592527e-01
  2.300000e-04   3.282414e+04   1.082099e+03   9.943432e+00   2.693577e-01
