             t       dwdt_avg       dwdt_std         wt_avg         wt_std
  0.000000e+00   4.795039e+04   7.275617e+02   0.000000e+00   0.000000e+00
  1.000000e-05   4.768393e+04   7.144992e+02   4.781716e-01   7.199643e-03
  2.000000e-05   4.746304e+04   7.057767e+02   9.539065e-01   1.427518e-02
  3.000000e-05   4.712086e+04   6.976151e+02   1.426826e+00   2.124968e-02
  4.000000e-05   4.674073e+04   6.830923e+02   1.896134e+00   2.809445e-02
  5.000000e-05   4.655338e+04   6.750793e+02   2.362604e+00   3.481293e-02
  6.000000e-05   4.620989e+04   6.636101e+02   2.826421e+00   4.141368e-02
  7.000000e-05   4.595032e+04   6.547627e+02   3.287222e+00   4.789499e-02
  8.000000e-05   4.562027e+04   6.400751e+02   3.745075e+00   5.425715e-02
  9.000000e-05   4.534685e+04   6.209696e+02   4.199910e+00   6.043971e-02
  1.000000e-04   4.505497e+04   6.099823e+02   4.651919e+00   6.645309e-02
  1.100000e-04   4.492388e+04   6.099980e+02   5.101814e+00   7.239908e-02
  1.200000e-04   4.465123e+04   6.107114e+02   5.549689e+00   7.833281e-02
  1.300000e-04   4.440134e+04   6.162142e+02   5.994952e+00   8.427983e-02
  1.400000e-04   4.416707e+04   6.190851e+02   6.437794e+00   9.024618e-02
  1.500000e-04   4.394043e+04   6.214004e+02   6.878332e+00   9.623460e-02
  1.600000e-04   4.373756e+04   6.192068e+02   7.316722e+00   1.022240e-01
  1.700000e-04   4.340320e+04   6.017214e+02   7.752425e+00   1.080947e-01
  1.800000e-04   4.311857e+04   6.012672e+02   8.185034e+00   1.138560e-01
  1.900000e-04   4.273657e+04   6.071484e+02   8.614310e+00   1.196467e-01
  2.000000e-04   4.251266e+04   5.973817e+02   9.040556e+00   1.254116e-01
  2.100000e-04   4.228146e+04   5.892314e+02   9.464527e+00   1.310696e-01
  2.200000e-04   4.198617e+04   5.896438e+02   9.885865e+00   1.366664e-01
  2.300000e-04   4.175481e+04   5.926658e+02   1.030457e+01   1.422385e-01
  2.400000e-04   4.156498e+04   5.909066e+02   1.072117e+01   1.477893e-01
  2.500000e-04   4.143368e+04   5.869074e+02   1.113616e+01   1.533088e-01
  2.600000e-04   4.131623e+04   5.765380e+02   1.154991e+01   1.587435e-01
  2.700000e-04   4.122490e+04   5.709816e+02   1.196262e+01   1.640812e-01
  2.800000e-04   4.102388e+04   5.613963e+02   1.237386e+01   1.693377e-01
  2.900000e-04   4.085414e+04   5.528710e+02   1.278325e+01   1.745067e-01
  3.000000e-04   4.063360e+04   5.507941e+02   1.319069e+01   1.796323e-01
  3.100000e-04   4.042689e+04   5.466459e+02   1.359599e+01   1.847298e-01
  3.200000e-04   4.018846e+04   5.358984e+02   1.399907e+01   1.897356e-01
  3.300000e-04   3.994846e+04   5.302717e+02   1.439975e+01   1.946382e-01
  3.400000e-04   3.974660e+04   5.192109e+02   1.479823e+01   1.994385e-01
  3.500000e-04   3.951570e+04   5.187367e+02   1.519454e+01   2.041459e-01
  3.600000e-04   3.942584e+04   5.184057e+02   1.558925e+01   2.088141e-01
  3.700000e-04   3.921261e+04   5.085206e+02   1.598244e+01   2.134338e-01
  3.800000e-04   3.906239e+04   5.052761e+02   1.637382e+01   2.180089e-01
  3.900000e-04   3.898236e+04   5.131320e+02   1.676404e+01   2.225815e-01
  4.000000e-04   3.878331e+04   5.103671e+02   1.715287e+01   2.271546e-01
  4.100000e-04   3.857732e+04   5.044534e+02   1.753967e+01   2.316659e-01
  4.200000e-04   3.845855e+04   4.935863e+02   1.792485e+01   2.360457e-01
  4.300000e-04   3.835630e+04   4.923237e+02   1.830892e+01   2.403293e-01
  4.400000e-04   3.812981e+04   4.871344e+02   1.869135e+01   2.445681e-01
  4.500000e-04   3.792250e+04   4.911566e+02   1.907162e+01   2.487993e-01
  4.600000e-04   3.774688e+04   4.880890e+02   1.944996e+01   2.530187e-01
  4.700000e-04   3.757059e+04   4.830000e+02   1.982655e+01   2.571893e-01
  4.800000e-04   3.733138e+04   4.838306e+02   2.020106e+01   2.613805e-01
  4.900000e-04   3.729060e+04   4.831829e+02   2.057417e+01   2.655980e-01
  5.000000e-04   3.705475e+04   4.793977e+02   2.094590e+01   2.697961e-01
  5.100000e-04   3.686956e+04   4.686139e+02   2.131552e+01   2.739271e-01
  5.200000e-04   3.659358e+04   4.691588e+02   2.168283e+01   2.780048e-01
  5.300000e-04   3.652318e+04   4.690465e+02   2.204842e+01   2.820998e-01
  5.400000e-04   3.630690e+04   4.488940e+02   2.241257e+01   2.861147e-01
  5.500000e-04   3.608195e+04   4.487125e+02   2.277451e+01   2.900490e-01
  5.600000e-04   3.580557e+04   4.423249e+02   2.313395e+01   2.939565e-01
  5.700000e-04   3.570971e+04   4.404087e+02   2.349153e+01   2.978126e-01
  5.800000e-04   3.546656e+04   4.368450e+02   2.384741e+01   3.016291e-01
  5.900000e-04   3.531886e+04   4.293400e+02   2.420134e+01   3.053926e-01
  6.000000e-04   3.513130e+04   4.362826e+02   2.455359e+01   3.091586e-01
  6.100000e-04   3.502201e+04   4.425573e+02   2.490435e+01   3.129772e-01
  6.200000e-04   3.492017e+04   4.369922e+02   2.525406e+01   3.167855e-01
  6.300000e-04   3.477070e+04   4.393165e+02   2.560252e+01   3.205397e-01
  6.400000e-04   3.470329e+04   4.501814e+02   2.594989e+01   3.243258e-01
  6.500000e-04   3.457416e+04   4.404055e+02   2.629628e+01   3.281100e-01
  6.600000e-04   3.434106e+04   4.405849e+02   2.664085e+01   3.318491e-01
  6.700000e-04   3.428142e+04   4.395439e+02   2.698396e+01   3.356144e-01
  6.800000e-04   3.410971e+04   4.285103e+02   2.732592e+01   3.393484e-01
