        t         wt_avg         wt_std         ct_avg         ct_std         st_avg         st_std         vt_avg         vt_std         ft_avg         ft_std
  0.00000    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00    0.00000E+00
  0.00005    6.59492E-08    2.32046E-08   -3.56319E-12    1.05836E-13    6.59528E-08    2.32046E-08    7.64523E-10    3.93001E-06    6.51883E-08    3.92414E-06
  0.00010    1.79488E-07    5.85524E-08   -2.12261E-11    5.48061E-13    1.79510E-07    5.85523E-08    3.13891E-09    7.96323E-06    1.76371E-07    7.94854E-06
  0.00015    3.72836E-07    1.16334E-07   -6.64531E-11    1.62821E-12    3.72902E-07    1.16334E-07    6.82638E-09    1.17435E-05    3.66076E-07    1.17209E-05
  0.00020    5.91918E-07    1.82820E-07   -1.52541E-10    3.56252E-12    5.92070E-07    1.82821E-07    1.23032E-08    1.57656E-05    5.79767E-07    1.57422E-05
  0.00025    8.16124E-07    2.44126E-07   -2.97205E-10    6.92614E-12    8.16421E-07    2.44126E-07    1.74685E-08    1.87858E-05    7.98953E-07    1.87610E-05
  0.00030    1.05357E-06    3.07765E-07   -5.18191E-10    1.20623E-11    1.05409E-06    3.07765E-07    2.74124E-08    2.35330E-05    1.02668E-06    2.35110E-05
  0.00035    1.26365E-06    3.67580E-07   -8.37990E-10    2.07041E-11    1.26449E-06    3.67579E-07    3.82032E-08    2.77815E-05    1.22628E-06    2.77771E-05
  0.00040    1.45909E-06    4.29104E-07   -1.25528E-09    3.09075E-11    1.46035E-06    4.29104E-07    5.03567E-08    3.18962E-05    1.40999E-06    3.18735E-05
  0.00045    1.72717E-06    5.28041E-07   -1.77903E-09    3.98145E-11    1.72895E-06    5.28041E-07    6.29987E-08    3.56758E-05    1.66595E-06    3.56390E-05
  0.00050    2.03932E-06    6.67452E-07   -2.41685E-09    5.07375E-11    2.04174E-06    6.67453E-07    7.74180E-08    3.95484E-05    1.96432E-06    3.94900E-05
  0.00055    2.33722E-06    7.99839E-07   -3.18754E-09    6.29650E-11    2.34041E-06    7.99841E-07    9.91003E-08    4.47458E-05    2.24131E-06    4.46757E-05
  0.00060    2.66634E-06    9.15596E-07   -4.11896E-09    7.83234E-11    2.67046E-06    9.15597E-07    1.15271E-07    4.82586E-05    2.55519E-06    4.81810E-05
  0.00065    3.14467E-06    1.03528E-06   -5.22568E-09    9.66889E-11    3.14989E-06    1.03528E-06    1.33861E-07    5.20057E-05    3.01603E-06    5.19461E-05
  0.00070    3.74058E-06    1.17133E-06   -6.51488E-09    1.20090E-10    3.74710E-06    1.17133E-06    1.59142E-07    5.67038E-05    3.58795E-06    5.65983E-05
  0.00075    4.34480E-06    1.31304E-06   -8.02559E-09    1.51249E-10    4.35283E-06    1.31303E-06    1.75766E-07    5.95925E-05    4.17706E-06    5.94787E-05
  0.00080    4.89510E-06    1.44783E-06   -9.75289E-09    1.86557E-10    4.90486E-06    1.44781E-06    2.00173E-07    6.35956E-05    4.70468E-06    6.34398E-05
  0.00085    5.27773E-06    1.53644E-06   -1.16969E-08    2.23984E-10    5.28942E-06    1.53642E-06    2.30790E-07    6.82863E-05    5.05863E-06    6.81110E-05
  0.00090    5.73346E-06    1.64538E-06   -1.38954E-08    2.66745E-10    5.74735E-06    1.64536E-06    2.45064E-07    7.03668E-05    5.50229E-06    7.02085E-05
  0.00095    6.34102E-06    1.80933E-06   -1.63638E-08    3.14732E-10    6.35738E-06    1.80931E-06    2.85935E-07    7.60087E-05    6.07145E-06    7.58320E-05
  0.00100    6.84041E-06    1.94817E-06   -1.91402E-08    3.70920E-10    6.85955E-06    1.94815E-06    3.17251E-07    8.00628E-05    6.54230E-06    7.99120E-05
  0.00105    7.46864E-06    2.08492E-06   -2.22647E-08    4.26196E-10    7.49091E-06    2.08488E-06    3.35189E-07    8.22964E-05    7.15572E-06    8.21163E-05
  0.00110    8.24625E-06    2.26580E-06   -2.57136E-08    4.85039E-10    8.27196E-06    2.26574E-06    3.56986E-07    8.49305E-05    7.91497E-06    8.47674E-05
  0.00115    8.87595E-06    2.40357E-06   -2.94927E-08    5.51500E-10    8.90544E-06    2.40351E-06    3.63430E-07    8.56922E-05    8.54201E-06    8.55288E-05
  0.00120    9.54120E-06    2.53953E-06   -3.35426E-08    6.08305E-10    9.57474E-06    2.53946E-06    3.95880E-07    8.94365E-05    9.17886E-06    8.91582E-05
  0.00125    1.05166E-05    2.78260E-06   -3.78130E-08    6.60579E-10    1.05544E-05    2.78254E-06    4.60622E-07    9.64758E-05    1.00938E-05    9.61800E-05
  0.00130    1.16069E-05    3.06711E-06   -4.23929E-08    7.18221E-10    1.16493E-05    3.06705E-06    4.94979E-07    1.00008E-04    1.11543E-05    9.96150E-05
  0.00135    1.25267E-05    3.28697E-06   -4.73616E-08    7.91074E-10    1.25741E-05    3.28691E-06    5.22856E-07    1.02787E-04    1.20512E-05    1.02397E-04
  0.00140    1.32808E-05    3.45523E-06   -5.28356E-08    8.76915E-10    1.33336E-05    3.45516E-06    5.50902E-07    1.05508E-04    1.27827E-05    1.05132E-04
  0.00145    1.40819E-05    3.63735E-06   -5.88533E-08    9.77985E-10    1.41408E-05    3.63727E-06    5.75875E-07    1.07873E-04    1.35649E-05    1.07551E-04
  0.00150    1.50797E-05    3.88777E-06   -6.55082E-08    1.11385E-09    1.51452E-05    3.88772E-06    5.83434E-07    1.08579E-04    1.45618E-05    1.08373E-04
  0.00155    1.61636E-05    4.14508E-06   -7.27429E-08    1.26826E-09    1.62363E-05    4.14506E-06    6.44329E-07    1.14105E-04    1.55920E-05    1.13907E-04
  0.00160    1.73070E-05    4.34040E-06   -8.03077E-08    1.41924E-09    1.73873E-05    4.34042E-06    7.16317E-07    1.20309E-04    1.66710E-05    1.20073E-04
  0.00165    1.85073E-05    4.49785E-06   -8.82485E-08    1.57087E-09    1.85955E-05    4.49790E-06    7.69580E-07    1.24704E-04    1.78259E-05    1.24419E-04
  0.00170    1.97827E-05    4.69912E-06   -9.66137E-08    1.71803E-09    1.98793E-05    4.69921E-06    8.10952E-07    1.28011E-04    1.90684E-05    1.27758E-04
  0.00175    2.13455E-05    5.05101E-06   -1.05546E-07    1.88436E-09    2.14510E-05    5.05115E-06    8.51057E-07    1.31141E-04    2.06000E-05    1.31009E-04
  0.00180    2.29526E-05    5.44962E-06   -1.15048E-07    2.05744E-09    2.30676E-05    5.44978E-06    8.67873E-07    1.32431E-04    2.21998E-05    1.32238E-04
  0.00185    2.41926E-05    5.73144E-06   -1.25067E-07    2.19447E-09    2.43177E-05    5.73159E-06    9.59681E-07    1.39258E-04    2.33580E-05    1.38926E-04
  0.00190    2.51872E-05    5.95300E-06   -1.35757E-07    2.37815E-09    2.53229E-05    5.95313E-06    9.88260E-07    1.41316E-04    2.43347E-05    1.40903E-04
  0.00195    2.63558E-05    6.19309E-06   -1.46968E-07    2.61953E-09    2.65028E-05    6.19318E-06    9.85200E-07    1.41098E-04    2.55176E-05    1.40414E-04
  0.00200    2.79793E-05    6.51078E-06   -1.58620E-07    2.84820E-09    2.81379E-05    6.51084E-06    1.10359E-06    1.49335E-04    2.70343E-05    1.48741E-04
  0.00205    3.00858E-05    7.02099E-06   -1.70909E-07    3.09554E-09    3.02567E-05    7.02106E-06    1.18200E-06    1.54546E-04    2.90747E-05    1.53515E-04
  0.00210    3.24637E-05    7.66795E-06   -1.83994E-07    3.37523E-09    3.26477E-05    7.66804E-06    1.25401E-06    1.59187E-04    3.13937E-05    1.58263E-04
  0.00215    3.46104E-05    8.21982E-06   -1.97563E-07    3.65153E-09    3.48079E-05    8.21992E-06    1.29416E-06    1.61711E-04    3.35138E-05    1.60524E-04
  0.00220    3.62787E-05    8.60144E-06   -2.11498E-07    3.92803E-09    3.64902E-05    8.60158E-06    1.33301E-06    1.64124E-04    3.51572E-05    1.62872E-04
  0.00225    3.76579E-05    8.84807E-06   -2.26181E-07    4.22841E-09    3.78841E-05    8.84825E-06    1.44985E-06    1.71160E-04    3.64343E-05    1.70103E-04
  0.00230    3.92180E-05    9.06461E-06   -2.41700E-07    4.49382E-09    3.94597E-05    9.06487E-06    1.49087E-06    1.73562E-04    3.79688E-05    1.72471E-04
  0.00235    4.09558E-05    9.36952E-06   -2.58021E-07    4.73947E-09    4.12138E-05    9.36986E-06    1.63750E-06    1.81899E-04    3.95763E-05    1.80849E-04
  0.00240    4.26699E-05    9.73624E-06   -2.74671E-07    5.01045E-09    4.29446E-05    9.73665E-06    1.67207E-06    1.83805E-04    4.12725E-05    1.82553E-04
  0.00245    4.42547E-05    1.00417E-05   -2.91434E-07    5.22757E-09    4.45461E-05    1.00422E-05    1.59201E-06    1.79359E-04    4.29541E-05    1.78040E-04
  0.00250    4.57423E-05    1.02877E-05   -3.08920E-07    5.43518E-09    4.60512E-05    1.02884E-05    1.69132E-06    1.84873E-04    4.43599E-05    1.84121E-04
  0.00255    4.72709E-05    1.04798E-05   -3.27369E-07    5.70064E-09    4.75983E-05    1.04806E-05    1.78283E-06    1.89802E-04    4.58155E-05    1.88874E-04
  0.00260    4.90994E-05    1.06829E-05   -3.46191E-07    5.97007E-09    4.94456E-05    1.06838E-05    1.91360E-06    1.96646E-04    4.75320E-05    1.95952E-04
  0.00265    5.13356E-05    1.09714E-05   -3.65579E-07    6.21402E-09    5.17012E-05    1.09724E-05    1.99321E-06    2.00687E-04    4.97080E-05    1.99901E-04
  0.00270    5.43199E-05    1.14639E-05   -3.85450E-07    6.46448E-09    5.47053E-05    1.14647E-05    1.99809E-06    2.00932E-04    5.27072E-05    2.00384E-04
  0.00275    5.78102E-05    1.21159E-05   -4.05732E-07    6.73135E-09    5.82159E-05    1.21167E-05    2.00668E-06    2.01361E-04    5.62092E-05    2.00804E-04
  0.00280    6.09088E-05    1.26382E-05   -4.27153E-07    6.97419E-09    6.13360E-05    1.26390E-05    2.10095E-06    2.06037E-04    5.92350E-05    2.05388E-04
  0.00285    6.38114E-05    1.31459E-05   -4.49973E-07    7.22198E-09    6.42614E-05    1.31465E-05    2.19661E-06    2.10674E-04    6.20648E-05    2.10381E-04
  0.00290    6.71564E-05    1.39657E-05   -4.74301E-07    7.52010E-09    6.76307E-05    1.39662E-05    2.40860E-06    2.20614E-04    6.52221E-05    2.20586E-04
  0.00295    7.12121E-05    1.50269E-05   -4.99023E-07    7.93488E-09    7.17111E-05    1.50274E-05    2.50256E-06    2.24879E-04    6.92085E-05    2.24692E-04
  0.00300    7.53809E-05    1.60140E-05   -5.24255E-07    8.30250E-09    7.59051E-05    1.60146E-05    2.82846E-06    2.39089E-04    7.30767E-05    2.38652E-04
  0.00305    7.90016E-05    1.68712E-05   -5.50596E-07    8.53700E-09    7.95522E-05    1.68718E-05    2.92812E-06    2.43254E-04    7.66240E-05    2.42935E-04
  0.00310    8.23010E-05    1.76928E-05   -5.77958E-07    8.81122E-09    8.28790E-05    1.76935E-05    3.05868E-06    2.48629E-04    7.98203E-05    2.47924E-04
  0.00315    8.52171E-05    1.84241E-05   -6.05685E-07    9.16819E-09    8.58228E-05    1.84249E-05    3.19732E-06    2.54197E-04    8.26254E-05    2.53457E-04
  0.00320    8.78114E-05    1.89976E-05   -6.33712E-07    9.49246E-09    8.84451E-05    1.89985E-05    3.37679E-06    2.61231E-04    8.50683E-05    2.59741E-04
  0.00325    9.06017E-05    1.95025E-05   -6.62740E-07    9.80186E-09    9.12645E-05    1.95034E-05    3.47961E-06    2.65184E-04    8.77849E-05    2.62909E-04
  0.00330    9.33854E-05    2.00427E-05   -6.92798E-07    1.02172E-08    9.40782E-05    2.00437E-05    3.49314E-06    2.65709E-04    9.05851E-05    2.63031E-04
  0.00335    9.62086E-05    2.06030E-05   -7.23399E-07    1.06707E-08    9.69320E-05    2.06041E-05    3.62231E-06    2.70592E-04    9.33097E-05    2.67280E-04
  0.00340    9.90563E-05    2.10993E-05   -7.53948E-07    1.11440E-08    9.98102E-05    2.11006E-05    3.69537E-06    2.73291E-04    9.61149E-05    2.70275E-04
  0.00345    1.01684E-04    2.15546E-05   -7.86340E-07    1.17836E-08    1.02471E-04    2.15561E-05    3.65000E-06    2.71591E-04    9.88208E-05    2.68997E-04
  0.00350    1.03978E-04    2.19359E-05   -8.21112E-07    1.26247E-08    1.04799E-04    2.19375E-05    3.76795E-06    2.75953E-04    1.01031E-04    2.73053E-04
  0.00355    1.06552E-04    2.24117E-05   -8.56752E-07    1.34593E-08    1.07409E-04    2.24134E-05    3.76950E-06    2.76009E-04    1.03640E-04    2.72383E-04
  0.00360    1.09937E-04    2.30881E-05   -8.93127E-07    1.42262E-08    1.10830E-04    2.30901E-05    3.97233E-06    2.83333E-04    1.06858E-04    2.79636E-04
  0.00365    1.13770E-04    2.39254E-05   -9.30516E-07    1.50474E-08    1.14700E-04    2.39276E-05    4.05433E-06    2.86247E-04    1.10646E-04    2.82579E-04
  0.00370    1.17238E-04    2.47783E-05   -9.69137E-07    1.57185E-08    1.18207E-04    2.47805E-05    4.05683E-06    2.86319E-04    1.14151E-04    2.81499E-04
  0.00375    1.20428E-04    2.55826E-05   -1.00860E-06    1.62643E-08    1.21437E-04    2.55849E-05    4.02780E-06    2.85283E-04    1.17409E-04    2.81236E-04
  0.00380    1.23917E-04    2.63863E-05   -1.04899E-06    1.67882E-08    1.24966E-04    2.63888E-05    3.97095E-06    2.83256E-04    1.20995E-04    2.79755E-04
  0.00385    1.27644E-04    2.70091E-05   -1.09161E-06    1.72594E-08    1.28735E-04    2.70119E-05    4.09926E-06    2.87791E-04    1.24636E-04    2.84609E-04
  0.00390    1.31690E-04    2.75577E-05   -1.13517E-06    1.76753E-08    1.32825E-04    2.75607E-05    4.29515E-06    2.94599E-04    1.28530E-04    2.90759E-04
  0.00395    1.35778E-04    2.81114E-05   -1.17928E-06    1.81576E-08    1.36957E-04    2.81145E-05    4.66723E-06    3.07101E-04    1.32290E-04    3.02623E-04
  0.00400    1.39773E-04    2.86736E-05   -1.22307E-06    1.87516E-08    1.40996E-04    2.86768E-05    4.29425E-06    2.94565E-04    1.36702E-04    2.90065E-04
  0.00405    1.43450E-04    2.92190E-05   -1.26711E-06    1.92665E-08    1.44717E-04    2.92223E-05    4.23973E-06    2.92686E-04    1.40477E-04    2.88775E-04
  0.00410    1.46449E-04    2.96512E-05   -1.31295E-06    1.97236E-08    1.47762E-04    2.96548E-05    4.46713E-06    3.00436E-04    1.43295E-04    2.96584E-04
  0.00415    1.49317E-04    2.99852E-05   -1.35871E-06    2.01036E-08    1.50676E-04    2.99892E-05    4.66368E-06    3.06961E-04    1.46012E-04    3.02892E-04
  0.00420    1.52978E-04    3.04402E-05   -1.40602E-06    2.04859E-08    1.54384E-04    3.04446E-05    4.72177E-06    3.08872E-04    1.49662E-04    3.04961E-04
  0.00425    1.57859E-04    3.09973E-05   -1.45511E-06    2.08851E-08    1.59314E-04    3.10020E-05    4.77925E-06    3.10747E-04    1.54535E-04    3.06080E-04
  0.00430    1.63223E-04    3.15597E-05   -1.50439E-06    2.12832E-08    1.64728E-04    3.15644E-05    4.66409E-06    3.06982E-04    1.60064E-04    3.02513E-04
  0.00435    1.68717E-04    3.21716E-05   -1.55501E-06    2.17515E-08    1.70272E-04    3.21763E-05    4.98445E-06    3.17359E-04    1.65288E-04    3.14247E-04
  0.00440    1.74259E-04    3.29821E-05   -1.60708E-06    2.21358E-08    1.75866E-04    3.29868E-05    5.04271E-06    3.19223E-04    1.70824E-04    3.15961E-04
  0.00445    1.78689E-04    3.37336E-05   -1.66206E-06    2.25440E-08    1.80351E-04    3.37384E-05    5.21788E-06    3.24714E-04    1.75133E-04    3.21136E-04
  0.00450    1.82412E-04    3.42654E-05   -1.71921E-06    2.31241E-08    1.84131E-04    3.42703E-05    5.44996E-06    3.31849E-04    1.78681E-04    3.27691E-04
  0.00455    1.85914E-04    3.47365E-05   -1.77637E-06    2.37406E-08    1.87690E-04    3.47415E-05    5.83965E-06    3.43513E-04    1.81850E-04    3.39270E-04
  0.00460    1.89223E-04    3.51642E-05   -1.83505E-06    2.44971E-08    1.91058E-04    3.51696E-05    6.71930E-06    3.68484E-04    1.84339E-04    3.63596E-04
  0.00465    1.92252E-04    3.55309E-05   -1.89497E-06    2.51405E-08    1.94147E-04    3.55365E-05    7.12366E-06    3.79408E-04    1.87023E-04    3.75247E-04
  0.00470    1.95333E-04    3.58159E-05   -1.95621E-06    2.57570E-08    1.97289E-04    3.58216E-05    6.68856E-06    3.67638E-04    1.90601E-04    3.63129E-04
  0.00475    1.98984E-04    3.61187E-05   -2.01966E-06    2.65463E-08    2.01003E-04    3.61246E-05    6.88707E-06    3.73062E-04    1.94116E-04    3.68112E-04
  0.00480    2.02986E-04    3.65697E-05   -2.08277E-06    2.71823E-08    2.05068E-04    3.65757E-05    7.29364E-06    3.83912E-04    1.97775E-04    3.80351E-04
  0.00485    2.07082E-04    3.70956E-05   -2.14643E-06    2.79220E-08    2.09229E-04    3.71016E-05    7.27365E-06    3.83392E-04    2.01955E-04    3.80527E-04
  0.00490    2.10978E-04    3.75669E-05   -2.21220E-06    2.86827E-08    2.13190E-04    3.75729E-05    7.63715E-06    3.92881E-04    2.05553E-04    3.90214E-04
  0.00495    2.15210E-04    3.80671E-05   -2.27923E-06    2.93280E-08    2.17489E-04    3.80731E-05    7.93065E-06    4.00360E-04    2.09558E-04    3.98449E-04
  0.00500    2.20710E-04    3.86363E-05   -2.34716E-06    2.99565E-08    2.23057E-04    3.86425E-05    8.12620E-06    4.05296E-04    2.14931E-04    4.03271E-04
  0.00505    2.27682E-04    3.94584E-05   -2.41484E-06    3.06088E-08    2.30097E-04    3.94647E-05    8.48426E-06    4.14104E-04    2.21613E-04    4.12626E-04
  0.00510    2.34835E-04    4.04711E-05   -2.48474E-06    3.14176E-08    2.37320E-04    4.04776E-05    8.44937E-06    4.13297E-04    2.28871E-04    4.10716E-04
  0.00515    2.42671E-04    4.16066E-05   -2.55944E-06    3.24257E-08    2.45230E-04    4.16133E-05    7.81697E-06    3.97543E-04    2.37413E-04    3.94423E-04
  0.00520    2.50983E-04    4.28755E-05   -2.63566E-06    3.36623E-08    2.53618E-04    4.28826E-05    8.15993E-06    4.06182E-04    2.45458E-04    4.02724E-04
  0.00525    2.57959E-04    4.39624E-05   -2.71113E-06    3.47101E-08    2.60671E-04    4.39699E-05    8.22491E-06    4.07808E-04    2.52446E-04    4.04805E-04
  0.00530    2.64587E-04    4.48612E-05   -2.78827E-06    3.56025E-08    2.67375E-04    4.48691E-05    8.90696E-06    4.24378E-04    2.58468E-04    4.21919E-04
  0.00535    2.71286E-04    4.56060E-05   -2.86942E-06    3.64042E-08    2.74156E-04    4.56139E-05    9.59253E-06    4.40378E-04    2.64563E-04    4.36312E-04
  0.00540    2.77650E-04    4.61724E-05   -2.95232E-06    3.72216E-08    2.80602E-04    4.61803E-05    9.55334E-06    4.39484E-04    2.71049E-04    4.35199E-04
  0.00545    2.83630E-04    4.66883E-05   -3.03422E-06    3.81556E-08    2.86664E-04    4.66963E-05    9.69368E-06    4.42686E-04    2.76971E-04    4.39877E-04
  0.00550    2.88606E-04    4.71394E-05   -3.11843E-06    3.89767E-08    2.91725E-04    4.71478E-05    1.00491E-05    4.50747E-04    2.81675E-04    4.46524E-04
  0.00555    2.92941E-04    4.75078E-05   -3.20547E-06    3.97638E-08    2.96146E-04    4.75163E-05    1.03620E-05    4.57724E-04    2.85784E-04    4.54017E-04
  0.00560    2.97738E-04    4.79625E-05   -3.29527E-06    4.08474E-08    3.01033E-04    4.79716E-05    1.12575E-05    4.77097E-04    2.89775E-04    4.73359E-04
  0.00565    3.02580E-04    4.84620E-05   -3.38549E-06    4.23122E-08    3.05966E-04    4.84720E-05    1.17509E-05    4.87430E-04    2.94215E-04    4.83778E-04
  0.00570    3.07952E-04    4.89825E-05   -3.47542E-06    4.39184E-08    3.11427E-04    4.89933E-05    1.14321E-05    4.80777E-04    2.99995E-04    4.77718E-04
  0.00575    3.14736E-04    4.96282E-05   -3.56659E-06    4.55016E-08    3.18302E-04    4.96397E-05    1.16222E-05    4.84747E-04    3.06680E-04    4.81012E-04
  0.00580    3.22220E-04    5.03632E-05   -3.66021E-06    4.66779E-08    3.25880E-04    5.03751E-05    1.16221E-05    4.84745E-04    3.14258E-04    4.80868E-04
  0.00585    3.29835E-04    5.11914E-05   -3.75608E-06    4.78513E-08    3.33591E-04    5.12035E-05    1.21426E-05    4.95500E-04    3.21449E-04    4.91847E-04
  0.00590    3.37226E-04    5.20655E-05   -3.85036E-06    4.92391E-08    3.41077E-04    5.20780E-05    1.22463E-05    4.97609E-04    3.28830E-04    4.94139E-04
  0.00595    3.43852E-04    5.28830E-05   -3.94607E-06    5.04947E-08    3.47798E-04    5.28959E-05    1.22172E-05    4.97018E-04    3.35580E-04    4.94222E-04
  0.00600    3.49162E-04    5.35707E-05   -4.04466E-06    5.16873E-08    3.53206E-04    5.35838E-05    1.19719E-05    4.92022E-04    3.41234E-04    4.88327E-04
  0.00605    3.54136E-04    5.42355E-05   -4.14474E-06    5.29526E-08    3.58281E-04    5.42488E-05    1.23079E-05    4.98860E-04    3.45973E-04    4.94391E-04
  0.00610    3.60841E-04    5.51534E-05   -4.24614E-06    5.42550E-08    3.65087E-04    5.51669E-05    1.24131E-05    5.00987E-04    3.52674E-04    4.95937E-04
  0.00615    3.68176E-04    5.61629E-05   -4.34975E-06    5.54511E-08    3.72525E-04    5.61766E-05    1.28025E-05    5.08758E-04    3.59723E-04    5.04238E-04
  0.00620    3.74752E-04    5.70037E-05   -4.45689E-06    5.66638E-08    3.79208E-04    5.70174E-05    1.25672E-05    5.04046E-04    3.66641E-04    5.01308E-04
  0.00625    3.81918E-04    5.80967E-05   -4.56648E-06    5.79384E-08    3.86484E-04    5.81108E-05    1.24393E-05    5.01502E-04    3.74045E-04    4.96537E-04
  0.00630    3.88766E-04    5.92196E-05   -4.67712E-06    5.94328E-08    3.93443E-04    5.92340E-05    1.30215E-05    5.13100E-04    3.80422E-04    5.07239E-04
  0.00635    3.94763E-04    6.01981E-05   -4.78674E-06    6.11344E-08    3.99550E-04    6.02129E-05    1.31140E-05    5.14978E-04    3.86436E-04    5.09150E-04
  0.00640    4.01466E-04    6.13721E-05   -4.89697E-06    6.29228E-08    4.06363E-04    6.13873E-05    1.31119E-05    5.14900E-04    3.93251E-04    5.10592E-04
  0.00645    4.09125E-04    6.26283E-05   -5.00954E-06    6.48189E-08    4.14134E-04    6.26440E-05    1.40543E-05    5.33065E-04    4.00080E-04    5.28275E-04
  0.00650    4.16885E-04    6.36375E-05   -5.12679E-06    6.68252E-08    4.22012E-04    6.36540E-05    1.39332E-05    5.30855E-04    4.08079E-04    5.25513E-04
  0.00655    4.24130E-04    6.43518E-05   -5.24984E-06    6.91913E-08    4.29380E-04    6.43689E-05    1.44879E-05    5.41300E-04    4.14892E-04    5.35740E-04
  0.00660    4.30204E-04    6.48995E-05   -5.37353E-06    7.14470E-08    4.35577E-04    6.49173E-05    1.49591E-05    5.50036E-04    4.20618E-04    5.44243E-04
  0.00665    4.34703E-04    6.52668E-05   -5.49469E-06    7.31360E-08    4.40197E-04    6.52849E-05    1.44598E-05    5.40773E-04    4.25738E-04    5.34622E-04
  0.00670    4.38634E-04    6.55204E-05   -5.61585E-06    7.46582E-08    4.44250E-04    6.55386E-05    1.49319E-05    5.49563E-04    4.29318E-04    5.44260E-04
  0.00675    4.43137E-04    6.57637E-05   -5.74127E-06    7.63489E-08    4.48878E-04    6.57820E-05    1.49920E-05    5.50618E-04    4.33886E-04    5.45435E-04
  0.00680    4.47477E-04    6.59859E-05   -5.86859E-06    7.83326E-08    4.53346E-04    6.60044E-05    1.45423E-05    5.42344E-04    4.38803E-04    5.36950E-04
  0.00685    4.51118E-04    6.62030E-05   -5.99800E-06    8.03654E-08    4.57116E-04    6.62217E-05    1.44890E-05    5.41319E-04    4.42627E-04    5.37046E-04
  0.00690    4.54512E-04    6.64582E-05   -6.12946E-06    8.19749E-08    4.60641E-04    6.64769E-05    1.48714E-05    5.48456E-04    4.45770E-04    5.44431E-04
  0.00695    4.58220E-04    6.68230E-05   -6.26388E-06    8.35098E-08    4.64484E-04    6.68417E-05    1.55402E-05    5.60675E-04    4.48944E-04    5.55774E-04
  0.00700    4.62469E-04    6.72633E-05   -6.40295E-06    8.50384E-08    4.68872E-04    6.72820E-05    1.52841E-05    5.55987E-04    4.53588E-04    5.52388E-04
  0.00705    4.67044E-04    6.77113E-05   -6.54180E-06    8.66787E-08    4.73586E-04    6.77301E-05    1.65598E-05    5.78765E-04    4.57026E-04    5.76323E-04
  0.00710    4.71579E-04    6.81520E-05   -6.67924E-06    8.83379E-08    4.78259E-04    6.81710E-05    1.59841E-05    5.68549E-04    4.62274E-04    5.68273E-04
  0.00715    4.76197E-04    6.85033E-05   -6.82041E-06    8.99916E-08    4.83017E-04    6.85222E-05    1.67878E-05    5.82716E-04    4.66230E-04    5.82054E-04
  0.00720    4.80652E-04    6.87361E-05   -6.96230E-06    9.17589E-08    4.87615E-04    6.87545E-05    1.78916E-05    6.01581E-04    4.69723E-04    6.00446E-04
  0.00725    4.85186E-04    6.91993E-05   -7.10554E-06    9.32812E-08    4.92292E-04    6.92170E-05    1.88780E-05    6.17854E-04    4.73414E-04    6.16521E-04
  0.00730    4.89610E-04    6.97909E-05   -7.25080E-06    9.47070E-08    4.96861E-04    6.98081E-05    1.95035E-05    6.28022E-04    4.77357E-04    6.26604E-04
  0.00735    4.93652E-04    7.02329E-05   -7.39190E-06    9.59520E-08    5.01044E-04    7.02497E-05    2.02189E-05    6.39413E-04    4.80825E-04    6.38713E-04
  0.00740    4.98592E-04    7.07295E-05   -7.53489E-06    9.72610E-08    5.06127E-04    7.07463E-05    2.05723E-05    6.44983E-04    4.85554E-04    6.42468E-04
  0.00745    5.04846E-04    7.12782E-05   -7.67966E-06    9.87426E-08    5.12525E-04    7.12948E-05    2.11628E-05    6.54163E-04    4.91362E-04    6.54673E-04
  0.00750    5.11480E-04    7.18315E-05   -7.82544E-06    1.00306E-07    5.19306E-04    7.18475E-05    2.15369E-05    6.59869E-04    4.97769E-04    6.59442E-04
  0.00755    5.17854E-04    7.23808E-05   -7.97489E-06    1.02205E-07    5.25829E-04    7.23964E-05    2.04572E-05    6.43137E-04    5.05371E-04    6.43031E-04
  0.00760    5.24719E-04    7.28489E-05   -8.12495E-06    1.04157E-07    5.32844E-04    7.28640E-05    1.98580E-05    6.33576E-04    5.12986E-04    6.33737E-04
  0.00765    5.30902E-04    7.31842E-05   -8.27944E-06    1.05992E-07    5.39181E-04    7.31989E-05    2.10334E-05    6.52065E-04    5.18148E-04    6.51153E-04
  0.00770    5.37417E-04    7.35499E-05   -8.43788E-06    1.07873E-07    5.45855E-04    7.35645E-05    2.22988E-05    6.71437E-04    5.23556E-04    6.69928E-04
  0.00775    5.45536E-04    7.40458E-05   -8.59373E-06    1.09772E-07    5.54129E-04    7.40597E-05    2.16601E-05    6.61756E-04    5.32469E-04    6.60093E-04
  0.00780    5.53967E-04    7.47842E-05   -8.75001E-06    1.11673E-07    5.62717E-04    7.47974E-05    2.22275E-05    6.70392E-04    5.40490E-04    6.67632E-04
  0.00785    5.61560E-04    7.55040E-05   -8.91053E-06    1.13607E-07    5.70470E-04    7.55165E-05    2.33122E-05    6.86554E-04    5.47158E-04    6.82286E-04
  0.00790    5.67393E-04    7.59525E-05   -9.07380E-06    1.16116E-07    5.76467E-04    7.59646E-05    2.43601E-05    7.01810E-04    5.52106E-04    6.96220E-04
  0.00795    5.72444E-04    7.63550E-05   -9.23969E-06    1.18510E-07    5.81684E-04    7.63667E-05    2.37600E-05    6.93039E-04    5.57924E-04    6.88103E-04
